Time (UTCG),Lat (deg),Lon (deg),Alt (km),RSheath (Ohm),FRC (Hz),GDC,GAC,V_I0 (volt)
Jan 01 2015 00:30:04.000000000,-27.92846912,251.042536,1746.88247,347692.1908493425,26006.511560390096,0.9914566421917634,0.06259832554346606,-1.015075376884422
Jan 01 2015 00:30:05.000000000,-27.88038786,251.0415667,1745.6286489999998,347022.129984327,26006.511560390096,0.9914826426333619,0.06259849891231595,-1.015075376884422
Jan 01 2015 00:30:06.000000000,-27.83229142,251.0405956,1744.374502,346444.99668101815,26006.511560390096,0.9915050084759319,0.06259864904403292,-1.015075376884422
Jan 01 2015 00:30:07.000000000,-27.78417979,251.0396226,1743.120029,345822.08294916357,27006.7616204051,0.9915291186301031,0.06259881192845813,-1.015075376884422
Jan 01 2015 00:30:08.000000000,-27.73605296,251.0386478,1741.865232,345158.1929367085,27006.7616204051,0.9915547806895505,0.0625989864988219,-1.015075376884422
Jan 01 2015 00:30:09.000000000,-27.68791093,251.0376712,1740.61011,344583.3120561727,27006.7616204051,0.9915769737517401,0.0625991384795478,-1.015075376884422
Jan 01 2015 00:30:10.000000000,-27.63975367,251.0366927,1739.3546649999996,343962.84926622274,27006.7616204051,0.9916008968719018,0.0625993033660226,-1.015075376884422
Jan 01 2015 00:30:11.000000000,-27.59158117,251.0357125,1738.098898,343317.6000759389,27006.7616204051,0.9916257430623652,0.06259947578799052,-1.015075376884422
Jan 01 2015 00:30:12.000000000,-27.54339344,251.0347304,1736.842809,342733.7922140186,27006.7616204051,0.9916481947106072,0.06259963263114038,-1.015075376884422
Jan 01 2015 00:30:13.000000000,-27.49519045,251.0337465,1735.5863989999998,342120.661448991,27006.7616204051,0.9916717447182067,0.06259979821672602,-1.015075376884422
Jan 01 2015 00:30:14.000000000,-27.44697219,251.0327608,1734.32967,341490.95394518704,27006.7616204051,0.9916959001572342,0.06259996920781144,-1.015075376884422
Jan 01 2015 00:30:15.000000000,-27.39873867,251.0317734,1733.072621,340897.6204872471,27006.7616204051,0.9917186312949414,0.0626001311891664,-1.015075376884422
Jan 01 2015 00:30:16.000000000,-27.35048985,251.0307841,1731.815254,340227.3555982313,27006.7616204051,0.9917442758911409,0.06260031519272695,-1.015075376884422
Jan 01 2015 00:30:17.000000000,-27.30222574,251.0297931,1730.55757,339679.56053898146,27006.7616204051,0.9917652080684308,0.06260046638452893,-1.015075376884422
Jan 01 2015 00:30:18.000000000,-27.25394632,251.0288003,1729.2995690000002,339073.09615809884,27006.7616204051,0.9917883541095986,0.06260063462403861,-1.015075376884422
Jan 01 2015 00:30:19.000000000,-27.20565158,251.0278057,1728.041252,338435.15680991416,27006.7616204051,0.991812669662225,0.06260081257141953,-1.015075376884422
Jan 01 2015 00:30:20.000000000,-27.15734151,251.0268094,1726.78262,337865.25466000714,27006.7616204051,0.9918343643912034,0.0626009723931351,-1.015075376884422
Jan 01 2015 00:30:21.000000000,-27.10901611,251.0258113,1725.523675,337194.83100564237,27006.7616204051,0.9918598524524029,0.06260116144253768,-1.015075376884422
Jan 01 2015 00:30:22.000000000,-27.06067535,251.02481150000003,1724.264416,336658.31431025185,27006.7616204051,0.9918802237501961,0.06260131354598146,-1.015075376884422
Jan 01 2015 00:30:23.000000000,-27.01231923,251.0238099,1723.004844,336061.56108463835,27006.7616204051,0.9919028551378556,0.06260148358258467,-1.015075376884422
Jan 01 2015 00:30:24.000000000,-26.96394774,251.0228066,1721.744961,335432.1043315143,27006.7616204051,0.9919266958870503,0.06260166392140983,-1.015075376884422
Jan 01 2015 00:30:25.000000000,-26.91556087,251.0218016,1720.484767,334868.9584240029,27006.7616204051,0.9919479982191439,0.06260182612437608,-1.015075376884422
Jan 01 2015 00:30:26.000000000,-26.8671586,251.0207949,1719.2242629999996,334214.5050007586,27006.7616204051,0.9919727225694338,0.0626020156571248,-1.015075376884422
Jan 01 2015 00:30:27.000000000,-26.81874093,251.0197864,1717.96345,333680.30621383636,27006.7616204051,0.9919928784370041,0.06260217119045017,-1.015075376884422
Jan 01 2015 00:30:28.000000000,-26.77030785,251.0187762,1716.702328,333087.24887677823,28007.011680420106,0.9920152283220663,0.06260234473737125,-1.015075376884422
Jan 01 2015 00:30:29.000000000,-26.72185934,251.0177643,1715.4409,332486.0219522954,28007.011680420106,0.9920378573217739,0.06260252162320831,-1.015075376884422
Jan 01 2015 00:30:30.000000000,-26.67339539,251.0167508,1714.179164,331908.0928777786,28007.011680420106,0.9920595821331618,0.0626026925609904,-1.015075376884422
Jan 01 2015 00:30:31.000000000,-26.62491599,251.0157355,1712.917123,331289.8517990103,28007.011680420106,0.9920827926708633,0.06260287641280378,-1.015075376884422
Jan 01 2015 00:30:32.000000000,-26.57642114,251.0147185,1711.654777,330735.3659960328,28007.011680420106,0.9921035835920377,0.06260304218241264,-1.015075376884422
Jan 01 2015 00:30:33.000000000,-26.52791082,251.0136999,1710.3921269999996,330103.83465700975,28007.011680420106,0.9921272333779835,0.06260323200348145,-1.015075376884422
Jan 01 2015 00:30:34.000000000,-26.47938502,251.0126796,1709.129174,329567.5540899483,28007.011680420106,0.9921472910747785,0.0626033940517707,-1.015075376884422
Jan 01 2015 00:30:35.000000000,-26.43084373,251.0116576,1707.865918,328925.246152171,28007.011680420106,0.992171283999477,0.06260358918194212,-1.015075376884422
Jan 01 2015 00:30:36.000000000,-26.38228694,251.010634,1706.602361,328408.5393717693,28007.011680420106,0.9921905611713577,0.06260374698626654,-1.015075376884422
Jan 01 2015 00:30:37.000000000,-26.33371464,251.0096087,1705.3385030000004,327759.07212602365,28007.011680420106,0.9922147609592324,0.0626039463951291,-1.015075376884422
Jan 01 2015 00:30:38.000000000,-26.28512682,251.0085817,1704.074346,327254.0710317635,28007.011680420106,0.9922335544079841,0.06260410226859092,-1.015075376884422
Jan 01 2015 00:30:39.000000000,-26.23652346,251.0075532,1702.809889,326676.61387517623,28007.011680420106,0.9922550192053131,0.0626042813924485,-1.015075376884422
Jan 01 2015 00:30:40.000000000,-26.18790456,251.0065229,1701.545134,326102.5282762941,28007.011680420106,0.9922763321489767,0.06260446041400279,-1.015075376884422
Jan 01 2015 00:30:41.000000000,-26.13927011,251.0054911,1700.280082,325532.036684083,28007.011680420106,0.9922974854577915,0.0626046392533428,-1.015075376884422
Jan 01 2015 00:30:42.000000000,-26.09062009,251.0044576,1699.014734,343345.674288807,27006.7616204051,0.9916246627189832,0.06259946826584444,-1.035175879396985
Jan 01 2015 00:30:43.000000000,-26.041954500000006,251.0034225,1697.7490899999998,342750.9569810601,27006.7616204051,0.9916475349893212,0.06259962800830088,-1.035175879396985
Jan 01 2015 00:30:44.000000000,-25.99327332,251.0023858,1696.483151,342155.45252023876,27006.7616204051,0.9916704092166798,0.06259978879703663,-1.035175879396985
Jan 01 2015 00:30:45.000000000,-25.94457654,251.0013475,1695.2169190000004,341563.0608842387,27006.7616204051,0.9916931357579227,0.0625999495799287,-1.035175879396985
Jan 01 2015 00:30:46.000000000,-25.89586416,251.0003076,1693.950393,340971.6213791492,27006.7616204051,0.9917157977903477,0.06260011094062033,-1.035175879396985
Jan 01 2015 00:30:47.000000000,-25.84713615,250.9992661,1692.683575,340308.4030374785,27006.7616204051,0.9917411768935249,0.06260029288552382,-1.035175879396985
Jan 01 2015 00:30:48.000000000,-25.79839252,250.998223,1691.416466,339795.4033907916,27006.7616204051,0.991760783517467,0.06260043435088518,-1.035175879396985
Jan 01 2015 00:30:49.000000000,-25.74963325,250.99717830000003,1690.1490670000005,339144.3151975249,27006.7616204051,0.9917856375208074,0.06260061482038431,-1.035175879396985
Jan 01 2015 00:30:50.000000000,-25.70085832,250.996132,1688.881378,338624.03316055896,27006.7616204051,0.9918054738860891,0.06260075978132541,-1.035175879396985
Jan 01 2015 00:30:51.000000000,-25.65206774,250.9950842,1687.6134,337991.77002393134,27006.7616204051,0.9918295505162329,0.0626009368437471,-1.035175879396985
Jan 01 2015 00:30:52.000000000,-25.60326148,250.99403480000004,1686.3451350000007,337459.36531453684,27006.7616204051,0.9918497997244538,0.06260108671332397,-1.035175879396985
Jan 01 2015 00:30:53.000000000,-25.55443954,250.9929838,1685.0765829999998,336850.1075629982,27006.7616204051,0.9918729440922727,0.06260125908882701,-1.035175879396985
Jan 01 2015 00:30:54.000000000,-25.50560191,250.9919313,1683.8077440000004,336303.77733900014,27006.7616204051,0.991893672717492,0.06260141445732426,-1.035175879396985
Jan 01 2015 00:30:55.000000000,-25.45674858,250.9908773,1682.53862,335717.1892088664,27006.7616204051,0.9919159021933569,0.06260158211923182,-1.035175879396985
Jan 01 2015 00:30:56.000000000,-25.40787953,250.9898217,1681.2692120000004,335152.78136867005,27006.7616204051,0.9919372651157908,0.06260174427269079,-1.035175879396985
Jan 01 2015 00:30:57.000000000,-25.35899475,250.9887645,1679.9995210000004,334582.04165047343,27006.7616204051,0.991958841762805,0.06260190907997648,-1.035175879396985
Jan 01 2015 00:30:58.000000000,-25.31009424,250.9877058,1678.729547,333957.0343978302,27006.7616204051,0.9919824400525423,0.06260209052722086,-1.035175879396985
Jan 01 2015 00:30:59.000000000,-25.26117798,250.9866457,1677.459291,333440.5592374959,27006.7616204051,0.9920019169046005,0.06260224123639592,-1.035175879396985
Jan 01 2015 00:31:00.000000000,-25.21224596,250.9855839,1676.188754,333989.6084449571,27006.7616204051,0.9919812109327434,0.06260208104542327,-1.035175879396985
Jan 01 2015 00:31:01.000000000,-25.16329818,250.9845207,1674.917937,333443.9815191813,27006.7616204051,0.992001787916881,0.06260224023545867,-1.035175879396985
Jan 01 2015 00:31:02.000000000,-25.11433461,250.983456,1673.646841,332877.2044667596,28007.011680420106,0.9920231372724858,0.06260240642528267,-1.035175879396985
Jan 01 2015 00:31:03.000000000,-25.06535526,250.9823898,1672.375467,332271.2824546622,28007.011680420106,0.9920459326744236,0.06260258503401546,-1.035175879396985
Jan 01 2015 00:31:04.000000000,-25.01636011,250.98132200000003,1671.103815,331755.6205536632,28007.011680420106,0.9920653092260929,0.06260273780761678,-1.035175879396985
Jan 01 2015 00:31:05.000000000,-24.96734914,250.9802528,1669.8318869999996,331193.582271269,28007.011680420106,0.9920864041474986,0.06260290513395142,-1.035175879396985
Jan 01 2015 00:31:06.000000000,-24.91832236,250.9791821,1668.559684,330578.2420890855,28007.011680420106,0.9921094706060954,0.06260308930798011,-1.035175879396985
Jan 01 2015 00:31:07.000000000,-24.86927974,250.97811,1667.287205,330081.4884278116,28007.011680420106,0.9921280696208933,0.0626032387401008,-1.035175879396985
Jan 01 2015 00:31:08.000000000,-24.82022128,250.9770363,1666.014453,329515.5158660948,28007.011680420106,0.9921492361547997,0.06260340981829945,-1.035175879396985
Jan 01 2015 00:31:09.000000000,-24.77114697,250.9759612,1664.741428,328974.4533302993,28007.011680420106,0.992169447073113,0.06260357419261556,-1.035175879396985
Jan 01 2015 00:31:10.000000000,-24.72205679,250.9748846,1663.46813,328424.2375757651,28007.011680420106,0.9921899758219986,0.06260374218100527,-1.035175879396985
Jan 01 2015 00:31:11.000000000,-24.67295073,250.9738066,1662.194562,327863.82951578946,28007.011680420106,0.9922108598849599,0.06260391415086743,-1.035175879396985
Jan 01 2015 00:31:12.000000000,-24.6238288,250.9727271,1660.920723,327266.8179665598,28007.011680420106,0.9922330802867678,0.06260409832525252,-1.035175879396985
Jan 01 2015 00:31:13.000000000,-24.57469096,250.9716462,1659.646615,326782.13963816495,28007.011680420106,0.9922510986804164,0.06260424858808793,-1.035175879396985
Jan 01 2015 00:31:14.000000000,-24.52553722,250.9705639,1658.3722380000004,326237.95615476684,28007.011680420106,0.9922713067694076,0.06260441809733937,-1.035175879396985
Jan 01 2015 00:31:15.000000000,-24.47636756,250.9694801,1657.097593,325649.0125292851,28007.011680420106,0.9922931502293515,0.06260460250684798,-1.035175879396985
Jan 01 2015 00:31:16.000000000,-24.42718197,250.9683949,1655.822682,325157.71895667963,28007.011680420106,0.992311350622127,0.06260475710702725,-1.035175879396985
Jan 01 2015 00:31:17.000000000,-24.37798045,250.9673082,1654.547505,324619.0297704998,28007.011680420106,0.9923312845515921,0.06260492742861072,-1.035175879396985
Jan 01 2015 00:31:18.000000000,-24.32876297,250.9662202,1653.272062,324055.74711612496,28007.011680420106,0.9923521036272843,0.0626051064348028,-1.035175879396985
Jan 01 2015 00:31:19.000000000,-24.27952954,250.9651307,1651.996356,323547.6037804337,28007.011680420106,0.9923708628759044,0.06260526872052766,-1.035175879396985
Jan 01 2015 00:31:20.000000000,-24.23028013,250.9640399,1650.720386,323013.209967529,28007.011680420106,0.992390568843612,0.0626054402163237,-1.035175879396985
Jan 01 2015 00:31:21.000000000,-24.18101474,250.9629476,1649.444155,322484.6009249138,28007.011680420106,0.9924100389242705,0.06260561069466763,-1.035175879396985
Jan 01 2015 00:31:22.000000000,-24.13173336,250.961854,1648.167661,321921.3278599355,28007.011680420106,0.9924307610645827,0.06260579327675411,-1.035175879396985
Jan 01 2015 00:31:23.000000000,-24.08243598,250.9607589,1646.890907,321427.48151164997,29007.261740435108,0.9924489081027477,0.06260595414440694,-1.035175879396985
Jan 01 2015 00:31:24.000000000,-24.03312259,250.9596625,1645.6138939999996,320903.4534148712,29007.261740435108,0.9924681427739939,0.06260612565593786,-1.035175879396985
Jan 01 2015 00:31:25.000000000,-23.98379317,250.9585647,1644.336622,320379.55551232205,29007.261740435108,0.9924873506007343,0.06260629796634444,-1.035175879396985
Jan 01 2015 00:31:26.000000000,-23.93444771,250.9574656,1643.059092,319832.9461160195,29007.261740435108,0.992507367584109,0.06260647864942866,-1.035175879396985
Jan 01 2015 00:31:27.000000000,-23.88508621,250.9563651,1641.781305,319337.6948627735,29007.261740435108,0.992525483074164,0.06260664315728988,-1.035175879396985
Jan 01 2015 00:31:28.000000000,-23.83570866,250.9552632,1640.503262,318820.1324049813,29007.261740435108,0.9925443935946422,0.06260681589567765,-1.035175879396985
Jan 01 2015 00:31:29.000000000,-23.78631504,250.9541599,1639.224964,318302.07977175346,29007.261740435108,0.9925633004497361,0.06260698964168664,-1.035175879396985
Jan 01 2015 00:31:30.000000000,-23.73690534,250.9530554,1637.946411,317790.3562332735,29007.261740435108,0.992581955123674,0.06260716209942117,-1.035175879396985
Jan 01 2015 00:31:31.000000000,-23.68747955,250.9519495,1636.667606,317250.19864675,29007.261740435108,0.9926016234937398,0.06260734504541782,-1.035175879396985
Jan 01 2015 00:31:32.000000000,-23.63803767,250.9508422,1635.388548,316765.64273219375,29007.261740435108,0.9926192473039822,0.0626075099562053,-1.035175879396985
Jan 01 2015 00:31:33.000000000,-23.58857967,250.9497336,1634.109238,316256.67405210057,29007.261740435108,0.9926377386856141,0.06260768399192002,-1.035175879396985
Jan 01 2015 00:31:34.000000000,-23.53910556,250.9486237,1632.8296779999996,315749.79641890095,29007.261740435108,0.9926561333761517,0.06260785814924585,-1.035175879396985
Jan 01 2015 00:31:35.000000000,-23.48961532,250.9475125,1631.549868,315244.6255149792,29007.261740435108,0.9926744455522302,0.06260803255619078,-1.035175879396985
Jan 01 2015 00:31:36.000000000,-23.44010894,250.9464,1630.26981,314740.9922002845,29007.261740435108,0.9926926815402414,0.0626082072684452,-1.035175879396985
Jan 01 2015 00:31:37.000000000,-23.3905864,250.9452861,1628.989503,314220.0817230502,29007.261740435108,0.9927115216287964,0.06260838885824466,-1.035175879396985
Jan 01 2015 00:31:38.000000000,-23.3410477,250.944171,1627.70895,313699.55690592027,29007.261740435108,0.9927303259420797,0.06260857121744572,-1.035175879396985
Jan 01 2015 00:31:39.000000000,-23.29149283,250.9430545,1626.42815,313242.9404839867,29007.261740435108,0.9927468035537337,0.06260873193582828,-1.035175879396985
Jan 01 2015 00:31:40.000000000,-23.24192178,250.94193680000004,1625.147106,312747.3032661719,29007.261740435108,0.9927646702742405,0.06260890718554961,-1.035175879396985
Jan 01 2015 00:31:41.000000000,-23.19233454,250.9408178,1623.865817,312254.84855464584,29007.261740435108,0.9927824026720472,0.06260908213666318,-1.035175879396985
Jan 01 2015 00:31:42.000000000,-23.14273109,250.9396975,1622.584285,311761.9375462047,29007.261740435108,0.9928001319339037,0.06260925808027189,-1.035175879396985
Jan 01 2015 00:31:43.000000000,-23.09311142,250.9385759,1621.30251,311271.952002336,29007.261740435108,0.9928177365672022,0.06260943380824034,-1.035175879396985
Jan 01 2015 00:31:44.000000000,-23.04347553,250.9374531,1620.020494,310784.3452958449,29007.261740435108,0.9928352365234208,0.06260960950836687,-1.035175879396985
Jan 01 2015 00:31:45.000000000,-22.9938234,250.936329,1618.738238,310298.59461457067,30007.511800450113,0.9928526508132787,0.06260978536345749,-1.035175879396985
Jan 01 2015 00:31:46.000000000,-22.94415503,250.9352037,1617.455742,309803.81354989443,30007.511800450113,0.9928703692903801,0.06260996533838531,-1.035175879396985
Jan 01 2015 00:31:47.000000000,-22.8944704,250.9340771,1616.173007,309313.3259674867,30007.511800450113,0.9928879145338336,0.0626101446042314,-1.035175879396985
Jan 01 2015 00:31:48.000000000,-22.8447695,250.9329492,1614.890035,308825.6812529332,30007.511800450113,0.9929053388548353,0.06261032367798196,-1.035175879396985
Jan 01 2015 00:31:49.000000000,-22.79505233,250.9318201,1613.606825,308340.6359874875,30007.511800450113,0.9929226512697251,0.06261050264018908,-1.035175879396985
Jan 01 2015 00:31:50.000000000,-22.74531886,250.9306898,1612.32338,307895.19795004674,30007.511800450113,0.9929385332945292,0.06261066773406924,-1.035175879396985
Jan 01 2015 00:31:51.000000000,-22.695569100000004,250.9295582,1611.0397,307418.83612513886,30007.511800450113,0.9929555001922287,0.06261084508357598,-1.035175879396985
Jan 01 2015 00:31:52.000000000,-22.64580302,250.9284255,1609.755785,306946.2332239414,30007.511800450113,0.9929723151155894,0.06261102184976658,-1.035175879396985
Jan 01 2015 00:31:53.000000000,-22.59602063,250.9272915,1608.471638,306476.5485441522,30007.511800450113,0.9929890083561617,0.06261119833482147,-1.035175879396985
Jan 01 2015 00:31:54.000000000,-22.5462219,250.9261562,1607.187258,306006.1038500683,30007.511800450113,0.9930057107643097,0.06261137592025019,-1.035175879396985
Jan 01 2015 00:31:55.000000000,-22.49640683,250.92501980000003,1605.902647,305538.31467448326,30007.511800450113,0.9930223011823454,0.06261155331679655,-1.035175879396985
Jan 01 2015 00:31:56.000000000,-22.44657541,250.9238822,1604.617806,305073.9085180345,30007.511800450113,0.9930387541486686,0.06261173023779694,-1.035175879396985
Jan 01 2015 00:31:57.000000000,-22.39672763,250.9227434,1603.332735,304607.85172949283,30007.511800450113,0.9930552480909387,0.0626119086013146,-1.035175879396985
Jan 01 2015 00:31:58.000000000,-22.34686347,250.9216034,1602.0474359999996,304131.50422442186,30007.511800450113,0.9930720881050596,0.06261209175069533,-1.035175879396985
Jan 01 2015 00:31:59.000000000,-22.29698293,250.9204622,1600.761909,303680.4300508843,30007.511800450113,0.9930880177582988,0.06261226597744562,-1.035175879396985
Jan 01 2015 00:32:00.000000000,-22.247086,250.91931980000004,1599.476156,304299.70275932894,30007.511800450113,0.9930661439802396,0.06261202698237509,-1.035175879396985
Jan 01 2015 00:32:01.000000000,-22.19717266,250.91817630000003,1598.190177,303839.80199296086,30007.511800450113,0.9930823914261291,0.06261220433165803,-1.035175879396985
Jan 01 2015 00:32:02.000000000,-22.1472429,250.9170315,1596.903973,303381.8823548615,30007.511800450113,0.9930985519136154,0.06261238171846172,-1.035175879396985
Jan 01 2015 00:32:03.000000000,-22.09729672,250.9158857,1595.6175449999996,302914.27392766264,30007.511800450113,0.9931150368536806,0.06261256368882406,-1.035175879396985
Jan 01 2015 00:32:04.000000000,-22.04733411,250.9147386,1594.3308949999996,302471.11144676997,30007.511800450113,0.9931306436833081,0.06261273692509457,-1.035175879396985
Jan 01 2015 00:32:05.000000000,-21.99735504,250.9135904,1593.0440230000004,302019.6173867929,30007.511800450113,0.9931465276114587,0.06261291420262652,-1.035175879396985
Jan 01 2015 00:32:06.000000000,-21.94735952,250.9124411,1591.756929,301568.2427428258,30007.511800450113,0.9931623908768886,0.06261309222934303,-1.035175879396985
Jan 01 2015 00:32:07.000000000,-21.89734753,250.9112906,1590.469616,301120.1474555199,30007.511800450113,0.9931781226091303,0.06261326975467395,-1.035175879396985
Jan 01 2015 00:32:08.000000000,-21.84731906,250.910139,1589.182084,300674.38416144095,30007.511800450113,0.9931937563713041,0.06261344714378257,-1.035175879396985
Jan 01 2015 00:32:09.000000000,-21.79727411,250.9089862,1587.894333,300228.0473743985,30007.511800450113,0.9932093941576676,0.06261362555291945,-1.035175879396985
Jan 01 2015 00:32:10.000000000,-21.74721265,250.9078324,1586.606365,299786.85234013724,31007.761860465114,0.993224835974057,0.06261380269010153,-1.035175879396985
Jan 01 2015 00:32:11.000000000,-21.69713468,250.90667740000004,1585.318181,299345.0374663046,31007.761860465114,0.9932402837171967,0.06261398086117188,-1.035175879396985
Jan 01 2015 00:32:12.000000000,-21.6470402,250.9055212,1584.029782,298905.06550948997,31007.761860465114,0.9932556513421683,0.06261415907432535,-1.035175879396985
Jan 01 2015 00:32:13.000000000,-21.59692918,250.904364,1582.741169,298468.09648601763,31007.761860465114,0.9932708985877284,0.0626143368513269,-1.035175879396985
Jan 01 2015 00:32:14.000000000,-21.54680162,250.9032057,1581.452342,298029.30722922494,31007.761860465114,0.9932861938107288,0.06261451615587837,-1.035175879396985
Jan 01 2015 00:32:15.000000000,-21.49665751,250.9020463,1580.163302,297596.8180742246,31007.761860465114,0.9933012541894917,0.06261469366225057,-1.035175879396985
Jan 01 2015 00:32:16.000000000,-21.44649684,250.9008857,1578.874051,297163.9331538339,31007.761860465114,0.9933163132009083,0.06261487210728062,-1.035175879396985
Jan 01 2015 00:32:17.000000000,-21.39631959,250.8997241,1577.58459,296733.785123154,31007.761860465114,0.9933312619885296,0.06261505019781166,-1.035175879396985
Jan 01 2015 00:32:18.000000000,-21.34612576,250.8985614,1576.294919,296303.3764265921,31007.761860465114,0.9933462048532619,0.06261522917271566,-1.035175879396985
Jan 01 2015 00:32:19.000000000,-21.29591534,250.8973977,1575.005039,295875.8660997125,31007.761860465114,0.9933610322559733,0.06261540771572743,-1.035175879396985
Jan 01 2015 00:32:20.000000000,-21.24568831,250.8962328,1573.714952,295450.25346448814,31007.761860465114,0.9933757791507409,0.06261558623622128,-1.035175879396985
Jan 01 2015 00:32:21.000000000,-21.19544467,250.8950669,1572.424658,295026.36257702764,31007.761860465114,0.9933904518191901,0.0626157648026027,-1.035175879396985
Jan 01 2015 00:32:22.000000000,-21.14518441,250.8938999,1571.134158,294605.5975657961,31007.761860465114,0.993405001906055,0.06261594281460031,-1.035175879396985
Jan 01 2015 00:32:23.000000000,-21.0949075,250.8927319,1569.8434539999996,294185.0472244004,31007.761860465114,0.9934195302505673,0.06261612149913819,-1.035175879396985
Jan 01 2015 00:32:24.000000000,-21.04461396,250.8915628,1568.552546,293767.34079437226,31007.761860465114,0.9934339461771989,0.06261629973510763,-1.035175879396985
Jan 01 2015 00:32:25.000000000,-20.99430375,250.8903927,1567.261434,293349.7534830281,31007.761860465114,0.9934483438733761,0.06261647868142935,-1.035175879396985
Jan 01 2015 00:32:26.000000000,-20.94397688,250.8892216,1565.970121,292934.68244619266,31007.761860465114,0.9934626408211695,0.06261665730796682,-1.035175879396985
Jan 01 2015 00:32:27.000000000,-20.89363333,250.8880494,1564.678607,292522.3345163924,31007.761860465114,0.9934768301589374,0.06261683551564422,-1.035175879396985
Jan 01 2015 00:32:28.000000000,-20.843273100000005,250.8868761,1563.386894,292108.5647146002,31007.761860465114,0.9934910545838217,0.06261701509654106,-1.035175879396985
Jan 01 2015 00:32:29.000000000,-20.79289616,250.8857019,1562.094981,291701.93094921554,31007.761860465114,0.9935050201790414,0.0626171923249644,-1.035175879396985
Jan 01 2015 00:32:30.000000000,-20.74250252,250.8845266,1560.80287,291291.7901121837,31007.761860465114,0.9935190926552515,0.06261737183388229,-1.035175879396985
Jan 01 2015 00:32:31.000000000,-20.69209216,250.8833503,1559.510562,290884.08654459653,31007.761860465114,0.9935330679997731,0.06261755102874055,-1.035175879396985
Jan 01 2015 00:32:32.000000000,-20.64166507,250.882173,1558.218058,290478.8820316334,31007.761860465114,0.993546944337885,0.06261772987293064,-1.035175879396985
Jan 01 2015 00:32:33.000000000,-20.59122123,250.8809947,1556.925359,290075.1731079405,32008.01192048012,0.9935607562290435,0.06261790880246475,-1.035175879396985
Jan 01 2015 00:32:34.000000000,-20.54076065,250.8798154,1555.632465,289674.08081674075,32008.01192048012,0.993574465519809,0.06261808731322765,-1.035175879396985
Jan 01 2015 00:32:35.000000000,-20.49028331,250.8786351,1554.339379,289273.31878022966,32008.01192048012,0.9935881505009484,0.0626182664187437,-1.035175879396985
Jan 01 2015 00:32:36.000000000,-20.4397892,250.8774538,1553.0461,288875.46071900317,32008.01192048012,0.9936017234425262,0.06261844496389181,-1.035175879396985
Jan 01 2015 00:32:37.000000000,-20.38927831,250.8762716,1551.752631,288477.8889052393,32008.01192048012,0.993615273801779,0.06261862411862143,-1.035175879396985
Jan 01 2015 00:32:38.000000000,-20.33875062,250.8750883,1550.458971,288082.614773214,32008.01192048012,0.9936287331468282,0.06261880297338701,-1.035175879396985
Jan 01 2015 00:32:39.000000000,-20.28820613,250.8739041,1549.165121,287689.29305350786,32008.01192048012,0.9936421134374166,0.06261898167658966,-1.035175879396985
Jan 01 2015 00:32:40.000000000,-20.23764483,250.872719,1547.871084,287296.2227631124,32008.01192048012,0.9936554726430883,0.06261916099891653,-1.035175879396985
Jan 01 2015 00:32:41.000000000,-20.18706671,250.8715328,1546.576859,286905.2137012637,32008.01192048012,0.9936687493637053,0.06261934011224148,-1.035175879396985
Jan 01 2015 00:32:42.000000000,-20.13647176,250.8703457,1545.282448,286515.1007392898,32008.01192048012,0.9936819833008141,0.06261951954597623,-1.035175879396985
Jan 01 2015 00:32:43.000000000,-20.08585996,250.8691577,1543.987851,286127.5923198738,32008.01192048012,0.9936951166630145,0.06261969850844197,-1.035175879396985
Jan 01 2015 00:32:44.000000000,-20.0352313,250.8679687,1542.693071,285740.68413938774,32008.01192048012,0.9937082175299523,0.06261987792021101,-1.035175879396985
Jan 01 2015 00:32:45.000000000,-19.98458579,250.8667788,1541.398106,285356.45781935926,32008.01192048012,0.9937212155701521,0.06262005681069227,-1.035175879396985
Jan 01 2015 00:32:46.000000000,-19.9339234,250.8655879,1540.10296,284975.61995946325,32008.01192048012,0.9937340871624685,0.06262023483768493,-1.035175879396985
Jan 01 2015 00:32:47.000000000,-19.88324412,250.8643961,1538.807632,284590.4730236185,32008.01192048012,0.9937470924248185,0.06262041560598304,-1.035175879396985
Jan 01 2015 00:32:48.000000000,-19.83254795,250.8632034,1537.512124,284212.997326556,32008.01192048012,0.993759826972592,0.06262059348697181,-1.035175879396985
Jan 01 2015 00:32:49.000000000,-19.78183487,250.8620097,1536.216436,283832.34736655065,32008.01192048012,0.9937726568979119,0.06262077358257041,-1.035175879396985
Jan 01 2015 00:32:50.000000000,-19.73110488,250.8608152,1534.92057,283453.51565464534,32008.01192048012,0.9937854138629804,0.0626209535383632,-1.035175879396985
Jan 01 2015 00:32:51.000000000,-19.68035796,250.8596197,1533.624527,283076.5155237995,32008.01192048012,0.9937980975860518,0.0626211333414507,-1.035175879396985
Jan 01 2015 00:32:52.000000000,-19.6295941,250.8584233,1532.328307,282705.0640365311,32008.01192048012,0.9938105833475487,0.06262131120182814,-1.035175879396985
Jan 01 2015 00:32:53.000000000,-19.5788133,250.8572261,1531.031911,282330.0039614866,32008.01192048012,0.9938231790409097,0.06262149150245429,-1.035175879396985
Jan 01 2015 00:32:54.000000000,-19.52801554,250.8560279,1529.735342,281954.78931176127,32008.01192048012,0.9938357684971363,0.06262167259744059,-1.035175879396985
