Epoch(UTCG),Lat_GEOD(deg),Lon_GEOD(deg),Height_WGS84 (km),B_Tesla,Bx_Tesla,By_Tesla,Bz_Tesla
Jan 01 2015 00:00:58.000000000,-81.73465803,100.96538199999999,2998.823495,1.7889043718838582e-05,-2.155611624445575e-06,-1.7677060578390675e-06,1.7670496285960737e-05
Jan 01 2015 00:00:59.000000000,-81.76820078,101.0522978,2998.779026,1.7888206219483884e-05,-2.1510828940825667e-06,-1.7758079116598925e-06,1.7669387946232135e-05
Jan 01 2015 00:01:00.000000000,-81.80172312,101.13995440000001,2998.7337199999997,1.7887369511546693e-05,-2.146510482407589e-06,-1.7839277416218542e-06,1.7668278993840814e-05
Jan 01 2015 00:01:01.000000000,-81.83522482,101.2283605,2998.6875760000003,1.7886533597253183e-05,-2.1418938220498665e-06,-1.792065657616211e-06,1.766716942975088e-05
Jan 01 2015 00:01:02.000000000,-81.86870562,101.31752490000001,2998.640595,1.788569846889243e-05,-2.137232335855363e-06,-1.8002217627367775e-06,1.7666059245561365e-05
Jan 01 2015 00:01:03.000000000,-81.90216526,101.4074566,2998.592777,1.788486412524382e-05,-2.1325254346465107e-06,-1.808396163388468e-06,1.766494843936039e-05
Jan 01 2015 00:01:04.000000000,-81.93560349,101.4981647,2998.544121,1.7884030569185143e-05,-2.1277725224321438e-06,-1.8165889669075555e-06,1.7663837012881463e-05
Jan 01 2015 00:01:05.000000000,-81.96902002,101.5896584,2998.494628,1.788319779433204e-05,-2.1229729932868816e-06,-1.8248002719908366e-06,1.7662724959312455e-05
Jan 01 2015 00:01:06.000000000,-82.00241461,101.681947,2998.444298,1.788236579531039e-05,-2.1181262343767973e-06,-1.8330301837752913e-06,1.766161227175765e-05
Jan 01 2015 00:01:07.000000000,-82.03578696,101.77504,2998.39313,1.788153457760449e-05,-2.1132316205973436e-06,-1.8412788015392908e-06,1.7660498955091118e-05
Jan 01 2015 00:01:08.000000000,-82.0691368,101.86894709999999,2998.341125,1.788070413353776e-05,-2.1082885114286276e-06,-1.8495462292192595e-06,1.7659385000890413e-05
Jan 01 2015 00:01:09.000000000,-82.10246384,101.96367790000001,2998.288283,1.7879874458586785e-05,-2.103296269898734e-06,-1.8578325593912812e-06,1.765827040332999e-05
Jan 01 2015 00:01:10.000000000,-82.13576781,102.0592426,2998.2346030000003,1.7879045558890037e-05,-2.0982542252636718e-06,-1.8661379043982508e-06,1.7657155167942454e-05
