"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Centric Lat (deg)","Centric Lon (deg)","x (km)","y (km)","z (km)","Magnitude (km)","x/Magnitude","y/Magnitude","z/Magnitude","Bx (nT)","By (nT)","Bz (nT)","BMagnitude (nT)","Bx/BMagnitude","By/BMagnitude","Bz/BMagnitude","Vx (km/sec)","Vy (km/sec)","Vz (km/sec)","VMagnitude (km/sec)"
1 Jan 2015 00:15:57.000,-78.779,-142.093,2636.741125,-78.705,-142.093,-1387.285242,-1080.250721,-8820.775410,8994.308244,-0.154240,-0.120104,-0.980706,-1454.11,-6249.55,-18586.70,19663.08,-0.073952,-0.317832,-0.945259,-2.466133,-5.384775,1.817963,6.195369
1 Jan 2015 00:15:58.000,-78.744,-142.008,2635.979968,-78.670,-142.008,-1389.830157,-1085.533854,-8818.955031,8993.552104,-0.154536,-0.120701,-0.980586,-1462.71,-6267.55,-18582.57,19665.55,-0.074380,-0.318707,-0.944930,-2.465765,-5.384002,1.822795,6.195971
1 Jan 2015 00:15:59.000,-78.709,-141.924,2635.218069,-78.635,-141.924,-1392.375089,-1090.816027,-8817.129820,8992.795241,-0.154832,-0.121299,-0.980466,-1471.32,-6285.56,-18578.42,19668.02,-0.074808,-0.319583,-0.944601,-2.465395,-5.383225,1.827627,6.196573
1 Jan 2015 00:16:00.000,-78.674,-141.841,2634.455428,-78.600,-141.841,-1394.920036,-1096.097237,-8815.299776,8992.037655,-0.155128,-0.121896,-0.980345,-1479.92,-6303.57,-18574.25,19670.49,-0.075236,-0.320458,-0.944270,-2.465024,-5.382446,1.832460,6.197175
1 Jan 2015 00:16:01.000,-78.639,-141.757,2633.692045,-78.564,-141.757,-1397.464995,-1101.377480,-8813.464899,8991.279347,-0.155424,-0.122494,-0.980224,-1488.53,-6321.59,-18570.05,19672.95,-0.075664,-0.321334,-0.943938,-2.464651,-5.381664,1.837293,6.197778
1 Jan 2015 00:16:02.000,-78.604,-141.675,2632.927920,-78.529,-141.675,-1400.009965,-1106.656755,-8811.625189,8990.520316,-0.155721,-0.123092,-0.980102,-1497.14,-6339.60,-18565.83,19675.42,-0.076092,-0.322209,-0.943605,-2.464276,-5.380879,1.842126,6.198382
1 Jan 2015 00:16:03.000,-78.569,-141.593,2632.163053,-78.494,-141.593,-1402.554945,-1111.935057,-8809.780646,8989.760563,-0.156017,-0.123689,-0.979979,-1505.75,-6357.62,-18561.58,19677.88,-0.076520,-0.323085,-0.943271,-2.463899,-5.380091,1.846960,6.198987
1 Jan 2015 00:16:04.000,-78.534,-141.511,2631.397445,-78.458,-141.511,-1405.099933,-1117.212384,-8807.931270,8989.000088,-0.156313,-0.124287,-0.979857,-1514.37,-6375.64,-18557.31,19680.34,-0.076948,-0.323960,-0.942936,-2.463521,-5.379299,1.851793,6.199592
1 Jan 2015 00:16:05.000,-78.498,-141.430,2630.631096,-78.423,-141.430,-1407.644926,-1122.488732,-8806.077060,8988.238892,-0.156610,-0.124884,-0.979733,-1522.99,-6393.67,-18553.01,19682.80,-0.077377,-0.324835,-0.942600,-2.463142,-5.378505,1.856627,6.200198
1 Jan 2015 00:16:06.000,-78.463,-141.350,2629.864006,-78.388,-141.350,-1410.189924,-1127.764099,-8804.218016,8987.476974,-0.156906,-0.125482,-0.979610,-1531.61,-6411.69,-18548.69,19685.26,-0.077805,-0.325710,-0.942263,-2.462760,-5.377708,1.861461,6.200804
1 Jan 2015 00:16:07.000,-78.428,-141.270,2629.096176,-78.352,-141.270,-1412.734924,-1133.038482,-8802.354138,8986.714334,-0.157203,-0.126079,-0.979485,-1540.23,-6429.72,-18544.34,19687.71,-0.078233,-0.326586,-0.941924,-2.462377,-5.376908,1.866295,6.201411
1 Jan 2015 00:16:08.000,-78.393,-141.190,2628.327605,-78.317,-141.190,-1415.279925,-1138.311877,-8800.485425,8985.950974,-0.157499,-0.126677,-0.979360,-1548.85,-6447.75,-18539.96,19690.17,-0.078661,-0.327461,-0.941585,-2.461993,-5.376104,1.871129,6.202018
1 Jan 2015 00:16:09.000,-78.358,-141.111,2627.558294,-78.281,-141.111,-1417.824925,-1143.584282,-8798.611878,8985.186893,-0.157796,-0.127274,-0.979235,-1557.48,-6465.79,-18535.56,19692.62,-0.079090,-0.328336,-0.941244,-2.461607,-5.375298,1.875964,6.202627
1 Jan 2015 00:16:10.000,-78.322,-141.033,2626.788243,-78.246,-141.033,-1420.369922,-1148.855693,-8796.733497,8984.422092,-0.158093,-0.127872,-0.979110,-1566.11,-6483.82,-18531.13,19695.07,-0.079518,-0.329210,-0.940902,-2.461219,-5.374488,1.880799,6.203235
1 Jan 2015 00:16:11.000,-78.287,-140.954,2626.017453,-78.210,-140.954,-1422.914915,-1154.126108,-8794.850280,8983.656570,-0.158389,-0.128470,-0.978983,-1574.74,-6501.86,-18526.68,19697.51,-0.079946,-0.330085,-0.940560,-2.460829,-5.373676,1.885634,6.203845
1 Jan 2015 00:16:12.000,-78.251,-140.877,2625.245923,-78.175,-140.877,-1425.459902,-1159.395524,-8792.962228,8982.890329,-0.158686,-0.129067,-0.978857,-1583.37,-6519.90,-18522.21,19699.96,-0.080375,-0.330960,-0.940216,-2.460438,-5.372861,1.890469,6.204455
1 Jan 2015 00:16:13.000,-78.216,-140.800,2624.473654,-78.139,-140.800,-1428.004881,-1164.663936,-8791.069341,8982.123367,-0.158983,-0.129665,-0.978730,-1592.01,-6537.94,-18517.71,19702.40,-0.080803,-0.331835,-0.939871,-2.460045,-5.372042,1.895305,6.205065
1 Jan 2015 00:16:14.000,-78.181,-140.723,2623.700645,-78.103,-140.723,-1430.549850,-1169.931343,-8789.171619,8981.355686,-0.159280,-0.130262,-0.978602,-1600.65,-6555.99,-18513.18,19704.84,-0.081231,-0.332709,-0.939524,-2.459650,-5.371221,1.900140,6.205677
1 Jan 2015 00:16:15.000,-78.145,-140.647,2622.926899,-78.068,-140.647,-1433.094808,-1175.197742,-8787.269061,8980.587286,-0.159577,-0.130860,-0.978474,-1609.29,-6574.03,-18508.63,19707.28,-0.081660,-0.333584,-0.939177,-2.459254,-5.370396,1.904976,6.206289
1 Jan 2015 00:16:16.000,-78.110,-140.571,2622.152413,-78.032,-140.571,-1435.639753,-1180.463129,-8785.361666,8979.818167,-0.159874,-0.131457,-0.978345,-1617.93,-6592.08,-18504.05,19709.72,-0.082088,-0.334458,-0.938829,-2.458856,-5.369568,1.909812,6.206901
1 Jan 2015 00:16:17.000,-78.074,-140.496,2621.377190,-77.996,-140.496,-1438.184683,-1185.727501,-8783.449436,8979.048329,-0.160171,-0.132055,-0.978216,-1626.58,-6610.13,-18499.44,19712.15,-0.082517,-0.335333,-0.938479,-2.458457,-5.368738,1.914648,6.207514
1 Jan 2015 00:16:18.000,-78.039,-140.421,2620.601228,-77.960,-140.421,-1440.729597,-1190.990856,-8781.532370,8978.277772,-0.160468,-0.132652,-0.978087,-1635.23,-6628.18,-18494.81,19714.59,-0.082945,-0.336207,-0.938128,-2.458055,-5.367904,1.919485,6.208128
1 Jan 2015 00:16:19.000,-78.003,-140.346,2619.824529,-77.925,-140.346,-1443.274492,-1196.253189,-8779.610467,8977.506497,-0.160766,-0.133250,-0.977956,-1643.88,-6646.24,-18490.16,19717.02,-0.083373,-0.337081,-0.937777,-2.457653,-5.367067,1.924321,6.208742
1 Jan 2015 00:16:20.000,-77.967,-140.273,2619.047092,-77.889,-140.273,-1445.819368,-1201.514499,-8777.683727,8976.734504,-0.161063,-0.133848,-0.977826,-1652.53,-6664.29,-18485.48,19719.44,-0.083802,-0.337955,-0.937424,-2.457248,-5.366228,1.929158,6.209357
1 Jan 2015 00:16:21.000,-77.932,-140.199,2618.268917,-77.853,-140.199,-1448.364221,-1206.774782,-8775.752151,8975.961793,-0.161360,-0.134445,-0.977695,-1661.18,-6682.35,-18480.77,19721.87,-0.084230,-0.338830,-0.937070,-2.456842,-5.365385,1.933995,6.209973
1 Jan 2015 00:16:22.000,-77.896,-140.126,2617.490006,-77.817,-140.126,-1450.909051,-1212.034035,-8773.815737,8975.188364,-0.161658,-0.135043,-0.977563,-1669.84,-6700.41,-18476.04,19724.30,-0.084659,-0.339704,-0.936715,-2.456434,-5.364539,1.938832,6.210589
1 Jan 2015 00:16:23.000,-77.860,-140.053,2616.710358,-77.781,-140.053,-1453.453856,-1217.292256,-8771.874486,8974.414218,-0.161955,-0.135640,-0.977431,-1678.50,-6718.48,-18471.28,19726.72,-0.085087,-0.340577,-0.936358,-2.456024,-5.363690,1.943669,6.211206
1 Jan 2015 00:16:24.000,-77.825,-139.981,2615.929973,-77.745,-139.981,-1455.998634,-1222.549440,-8769.928398,8973.639354,-0.162253,-0.136238,-0.977299,-1687.16,-6736.54,-18466.50,19729.14,-0.085516,-0.341451,-0.936001,-2.455613,-5.362838,1.948507,6.211823
1 Jan 2015 00:16:25.000,-77.789,-139.909,2615.148852,-77.709,-139.909,-1458.543383,-1227.805585,-8767.977472,8972.863774,-0.162550,-0.136835,-0.977166,-1695.82,-6754.61,-18461.69,19731.56,-0.085945,-0.342325,-0.935643,-2.455200,-5.361983,1.953344,6.212441
1 Jan 2015 00:16:26.000,-77.753,-139.838,2614.366995,-77.673,-139.838,-1461.088101,-1233.060688,-8766.021709,8972.087477,-0.162848,-0.137433,-0.977033,-1704.48,-6772.67,-18456.85,19733.97,-0.086373,-0.343199,-0.935283,-2.454786,-5.361125,1.958182,6.213060
1 Jan 2015 00:16:27.000,-77.717,-139.767,2613.584402,-77.637,-139.767,-1463.632787,-1238.314746,-8764.061108,8971.310464,-0.163146,-0.138031,-0.976899,-1713.15,-6790.74,-18451.99,19736.39,-0.086802,-0.344072,-0.934922,-2.454369,-5.360264,1.963020,6.213679
1 Jan 2015 00:16:28.000,-77.682,-139.696,2612.801074,-77.601,-139.696,-1466.177440,-1243.567756,-8762.095668,8970.532735,-0.163444,-0.138628,-0.976764,-1721.82,-6808.82,-18447.10,19738.80,-0.087230,-0.344946,-0.934560,-2.453951,-5.359400,1.967858,6.214299
1 Jan 2015 00:16:29.000,-77.646,-139.626,2612.017010,-77.565,-139.626,-1468.722056,-1248.819715,-8760.125390,8969.754289,-0.163742,-0.139226,-0.976629,-1730.49,-6826.89,-18442.19,19741.21,-0.087659,-0.345819,-0.934198,-2.453532,-5.358533,1.972697,6.214920
1 Jan 2015 00:16:30.000,-77.610,-139.557,2611.232211,-77.529,-139.557,-1471.266635,-1254.070620,-8758.150274,8968.975128,-0.164040,-0.139823,-0.976494,-1739.16,-6844.96,-18437.25,19743.62,-0.088087,-0.346693,-0.933833,-2.453110,-5.357663,1.977535,6.215541
1 Jan 2015 00:16:31.000,-77.574,-139.487,2610.446677,-77.493,-139.487,-1473.811175,-1259.320467,-8756.170319,8968.195252,-0.164338,-0.140421,-0.976358,-1747.84,-6863.04,-18432.28,19746.02,-0.088516,-0.347566,-0.933468,-2.452687,-5.356790,1.982374,6.216163
1 Jan 2015 00:16:32.000,-77.538,-139.418,2609.660409,-77.457,-139.418,-1476.355673,-1264.569254,-8754.185525,8967.414660,-0.164636,-0.141018,-0.976222,-1756.52,-6881.12,-18427.29,19748.42,-0.088945,-0.348439,-0.933102,-2.452263,-5.355913,1.987213,6.216785
1 Jan 2015 00:16:33.000,-77.502,-139.350,2608.873406,-77.421,-139.350,-1478.900129,-1269.816978,-8752.195893,8966.633353,-0.164934,-0.141616,-0.976085,-1765.20,-6899.20,-18422.28,19750.83,-0.089373,-0.349312,-0.932734,-2.451836,-5.355034,1.992052,6.217408
1 Jan 2015 00:16:34.000,-77.466,-139.282,2608.085669,-77.384,-139.282,-1481.444540,-1275.063635,-8750.201421,8965.851332,-0.165232,-0.142213,-0.975948,-1773.88,-6917.28,-18417.23,19753.22,-0.089802,-0.350185,-0.932366,-2.451408,-5.354152,1.996891,6.218032
1 Jan 2015 00:16:35.000,-77.430,-139.214,2607.297198,-77.348,-139.214,-1483.988905,-1280.309223,-8748.202110,8965.068596,-0.165530,-0.142811,-0.975810,-1782.56,-6935.37,-18412.16,19755.62,-0.090231,-0.351058,-0.931996,-2.450979,-5.353266,2.001731,6.218656
1 Jan 2015 00:16:36.000,-77.394,-139.147,2606.507993,-77.312,-139.147,-1486.533222,-1285.553738,-8746.197960,8964.285146,-0.165828,-0.143408,-0.975672,-1791.25,-6953.45,-18407.07,19758.02,-0.090659,-0.351931,-0.931625,-2.450547,-5.352378,2.006570,6.219281
1 Jan 2015 00:16:37.000,-77.358,-139.080,2605.718055,-77.276,-139.080,-1489.077489,-1290.797178,-8744.188969,8963.500982,-0.166127,-0.144006,-0.975533,-1799.93,-6971.54,-18401.95,19760.41,-0.091088,-0.352803,-0.931253,-2.450114,-5.351486,2.011410,6.219906
1 Jan 2015 00:16:38.000,-77.322,-139.013,2604.927384,-77.239,-139.013,-1491.621704,-1296.039539,-8742.175140,8962.716104,-0.166425,-0.144603,-0.975394,-1808.62,-6989.63,-18396.80,19762.80,-0.091517,-0.353676,-0.930880,-2.449679,-5.350591,2.016250,6.220532
1 Jan 2015 00:16:39.000,-77.286,-138.947,2604.135980,-77.203,-138.947,-1494.165866,-1301.280818,-8740.156470,8961.930513,-0.166724,-0.145201,-0.975254,-1817.31,-7007.72,-18391.62,19765.19,-0.091945,-0.354548,-0.930506,-2.449243,-5.349694,2.021090,6.221159
1 Jan 2015 00:16:40.000,-77.250,-138.881,2603.343843,-77.167,-138.881,-1496.709973,-1306.521013,-8738.132960,8961.144209,-0.167022,-0.145798,-0.975114,-1826.01,-7025.81,-18386.42,19767.57,-0.092374,-0.355421,-0.930131,-2.448805,-5.348793,2.025930,6.221786
1 Jan 2015 00:16:41.000,-77.214,-138.816,2602.550974,-77.130,-138.816,-1499.254023,-1311.760119,-8736.104610,8960.357191,-0.167321,-0.146396,-0.974973,-1834.70,-7043.90,-18381.20,19769.95,-0.092802,-0.356293,-0.929754,-2.448365,-5.347889,2.030770,6.222414
1 Jan 2015 00:16:42.000,-77.177,-138.751,2601.757373,-77.094,-138.751,-1501.798014,-1316.998135,-8734.071419,8959.569461,-0.167619,-0.146993,-0.974832,-1843.40,-7061.99,-18375.95,19772.34,-0.093231,-0.357165,-0.929377,-2.447923,-5.346982,2.035611,6.223042
1 Jan 2015 00:16:43.000,-77.141,-138.686,2600.963040,-77.057,-138.686,-1504.341945,-1322.235057,-8732.033388,8958.781018,-0.167918,-0.147591,-0.974690,-1852.10,-7080.09,-18370.67,19774.71,-0.093660,-0.358037,-0.928998,-2.447480,-5.346072,2.040451,6.223672
1 Jan 2015 00:16:44.000,-77.105,-138.622,2600.167975,-77.021,-138.622,-1506.885813,-1327.470883,-8729.990517,8957.991863,-0.168217,-0.148188,-0.974548,-1860.80,-7098.19,-18365.36,19777.09,-0.094088,-0.358909,-0.928618,-2.447035,-5.345159,2.045292,6.224301
1 Jan 2015 00:16:45.000,-77.069,-138.558,2599.372178,-76.984,-138.558,-1509.429617,-1332.705608,-8727.942804,8957.201996,-0.168516,-0.148786,-0.974405,-1869.50,-7116.28,-18360.03,19779.47,-0.094517,-0.359781,-0.928237,-2.446588,-5.344243,2.050133,6.224932
1 Jan 2015 00:16:46.000,-77.032,-138.495,2598.575651,-76.948,-138.495,-1511.973356,-1337.939230,-8725.890251,8956.411417,-0.168815,-0.149383,-0.974262,-1878.20,-7134.38,-18354.67,19781.84,-0.094946,-0.360653,-0.927855,-2.446140,-5.343324,2.054974,6.225563
1 Jan 2015 00:16:47.000,-76.996,-138.431,2597.778393,-76.911,-138.431,-1514.517027,-1343.171745,-8723.832856,8955.620127,-0.169114,-0.149981,-0.974118,-1886.91,-7152.48,-18349.29,19784.21,-0.095375,-0.361525,-0.927472,-2.445690,-5.342402,2.059815,6.226194
1 Jan 2015 00:16:48.000,-76.960,-138.368,2596.980403,-76.875,-138.368,-1517.060628,-1348.403152,-8721.770620,8954.828126,-0.169413,-0.150578,-0.973974,-1895.62,-7170.59,-18343.88,19786.57,-0.095803,-0.362397,-0.927087,-2.445238,-5.341477,2.064656,6.226827
1 Jan 2015 00:16:49.000,-76.923,-138.306,2596.181684,-76.838,-138.306,-1519.604159,-1353.633446,-8719.703543,8954.035413,-0.169712,-0.151176,-0.973829,-1904.33,-7188.69,-18338.44,19788.94,-0.096232,-0.363268,-0.926702,-2.444785,-5.340548,2.069498,6.227459
1 Jan 2015 00:16:50.000,-76.887,-138.244,2595.382234,-76.802,-138.244,-1522.147616,-1358.862625,-8717.631624,8953.241990,-0.170011,-0.151773,-0.973684,-1913.04,-7206.79,-18332.98,19791.30,-0.096661,-0.364139,-0.926315,-2.444330,-5.339617,2.074339,6.228093
1 Jan 2015 00:16:51.000,-76.851,-138.182,2594.582055,-76.765,-138.182,-1524.690999,-1364.090686,-8715.554864,8952.447857,-0.170310,-0.152371,-0.973539,-1921.75,-7224.90,-18327.49,19793.66,-0.097089,-0.365011,-0.925927,-2.443873,-5.338682,2.079181,6.228727
1 Jan 2015 00:16:52.000,-76.814,-138.121,2593.781146,-76.729,-138.121,-1527.234305,-1369.317625,-8713.473262,8951.653013,-0.170609,-0.152968,-0.973393,-1930.47,-7243.01,-18321.97,19796.02,-0.097518,-0.365882,-0.925538,-2.443414,-5.337745,2.084023,6.229362
1 Jan 2015 00:16:53.000,-76.778,-138.060,2592.979507,-76.692,-138.060,-1529.777533,-1374.543439,-8711.386817,8950.857459,-0.170908,-0.153566,-0.973246,-1939.18,-7261.11,-18316.43,19798.38,-0.097947,-0.366753,-0.925148,-2.442954,-5.336804,2.088865,6.229997
1 Jan 2015 00:16:54.000,-76.741,-137.999,2592.177139,-76.655,-137.999,-1532.320681,-1379.768126,-8709.295531,8950.061195,-0.171208,-0.154163,-0.973099,-1947.90,-7279.22,-18310.86,19800.73,-0.098375,-0.367624,-0.924757,-2.442492,-5.335861,2.093707,6.230633
1 Jan 2015 00:16:55.000,-76.705,-137.938,2591.374043,-76.618,-137.938,-1534.863746,-1384.991682,-8707.199403,8949.264222,-0.171507,-0.154760,-0.972951,-1956.62,-7297.33,-18305.26,19803.08,-0.098804,-0.368495,-0.924364,-2.442028,-5.334914,2.098549,6.231269
1 Jan 2015 00:16:56.000,-76.668,-137.878,2590.570217,-76.582,-137.878,-1537.406729,-1390.214105,-8705.098432,8948.466540,-0.171807,-0.155358,-0.972803,-1965.34,-7315.44,-18299.64,19805.43,-0.099232,-0.369366,-0.923971,-2.441563,-5.333964,2.103392,6.231906
1 Jan 2015 00:16:57.000,-76.632,-137.818,2589.765664,-76.545,-137.818,-1539.949625,-1395.435391,-8702.992619,8947.668149,-0.172106,-0.155955,-0.972655,-1974.06,-7333.56,-18293.99,19807.78,-0.099661,-0.370236,-0.923576,-2.441096,-5.333011,2.108234,6.232544
1 Jan 2015 00:16:58.000,-76.595,-137.759,2588.960382,-76.508,-137.759,-1542.492435,-1400.655536,-8700.881963,8946.869049,-0.172406,-0.156553,-0.972506,-1982.79,-7351.67,-18288.31,19810.12,-0.100090,-0.371107,-0.923180,-2.440627,-5.332055,2.113077,6.233183
1 Jan 2015 00:16:59.000,-76.559,-137.700,2588.154372,-76.471,-137.700,-1545.035155,-1405.874539,-8698.766464,8946.069240,-0.172705,-0.157150,-0.972356,-1991.52,-7369.78,-18282.61,19812.46,-0.100518,-0.371977,-0.922783,-2.440156,-5.331096,2.117920,6.233822
1 Jan 2015 00:17:00.000,-76.522,-137.641,2587.347635,-76.435,-137.641,-1547.577785,-1411.092396,-8696.646123,8945.268723,-0.173005,-0.157747,-0.972206,-2000.24,-7387.90,-18276.88,19814.80,-0.100947,-0.372847,-0.922385,-2.439684,-5.330134,2.122763,6.234461
1 Jan 2015 00:17:01.000,-76.485,-137.583,2586.540170,-76.398,-137.583,-1550.120321,-1416.309104,-8694.520938,8944.467499,-0.173305,-0.158345,-0.972056,-2008.97,-7406.01,-18271.12,19817.14,-0.101376,-0.373718,-0.921986,-2.439210,-5.329168,2.127606,6.235101
1 Jan 2015 00:17:02.000,-76.449,-137.525,2585.731978,-76.361,-137.525,-1552.662764,-1421.524659,-8692.390911,8943.665566,-0.173605,-0.158942,-0.971905,-2017.71,-7424.13,-18265.34,19819.47,-0.101804,-0.374588,-0.921586,-2.438734,-5.328200,2.132449,6.235742
1 Jan 2015 00:17:03.000,-76.412,-137.467,2584.923059,-76.324,-137.467,-1555.205110,-1426.739059,-8690.256041,8942.862927,-0.173905,-0.159539,-0.971753,-2026.44,-7442.25,-18259.53,19821.80,-0.102233,-0.375458,-0.921184,-2.438257,-5.327229,2.137292,6.236384
1 Jan 2015 00:17:04.000,-76.375,-137.409,2584.113414,-76.287,-137.409,-1557.747358,-1431.952301,-8688.116327,8942.059580,-0.174205,-0.160137,-0.971601,-2035.17,-7460.37,-18253.69,19824.13,-0.102661,-0.376328,-0.920781,-2.437778,-5.326254,2.142135,6.237026
1 Jan 2015 00:17:05.000,-76.339,-137.352,2583.303043,-76.250,-137.352,-1560.289506,-1437.164381,-8685.971769,8941.255526,-0.174505,-0.160734,-0.971449,-2043.91,-7478.49,-18247.83,19826.46,-0.103090,-0.377197,-0.920377,-2.437297,-5.325277,2.146979,6.237668
1 Jan 2015 00:17:06.000,-76.302,-137.295,2582.491945,-76.213,-137.295,-1562.831552,-1442.375297,-8683.822369,8940.450765,-0.174805,-0.161331,-0.971296,-2052.65,-7496.61,-18241.93,19828.78,-0.103519,-0.378067,-0.919972,-2.436814,-5.324296,2.151822,6.238312
1 Jan 2015 00:17:07.000,-76.265,-137.239,2581.680121,-76.176,-137.239,-1565.373495,-1447.585046,-8681.668124,8939.645298,-0.175105,-0.161929,-0.971142,-2061.39,-7514.73,-18236.02,19831.10,-0.103947,-0.378936,-0.919566,-2.436330,-5.323312,2.156666,6.238955
1 Jan 2015 00:17:08.000,-76.228,-137.183,2580.867572,-76.139,-137.183,-1567.915332,-1452.793623,-8679.509036,8938.839125,-0.175405,-0.162526,-0.970988,-2070.13,-7532.85,-18230.07,19833.42,-0.104376,-0.379806,-0.919159,-2.435844,-5.322325,2.161510,6.239600
1 Jan 2015 00:17:09.000,-76.192,-137.127,2580.054298,-76.102,-137.127,-1570.457062,-1458.001027,-8677.345104,8938.032246,-0.175705,-0.163123,-0.970834,-2078.87,-7550.97,-18224.10,19835.74,-0.104804,-0.380675,-0.918751,-2.435356,-5.321335,2.166354,6.240245
1 Jan 2015 00:17:10.000,-76.155,-137.071,2579.240298,-76.065,-137.071,-1572.998684,-1463.207254,-8675.176328,8937.224662,-0.176005,-0.163721,-0.970679,-2087.61,-7569.09,-18218.10,19838.06,-0.105233,-0.381544,-0.918341,-2.434867,-5.320342,2.171198,6.240891
1 Jan 2015 00:17:11.000,-76.118,-137.016,2578.425574,-76.028,-137.016,-1575.540195,-1468.412302,-8673.002708,8936.416372,-0.176306,-0.164318,-0.970524,-2096.36,-7587.21,-18212.07,19840.37,-0.105661,-0.382413,-0.917930,-2.434375,-5.319346,2.176042,6.241537
1 Jan 2015 00:17:12.000,-76.081,-136.961,2577.610126,-75.991,-136.961,-1578.081593,-1473.616166,-8670.824244,8935.607377,-0.176606,-0.164915,-0.970368,-2105.10,-7605.34,-18206.02,19842.68,-0.106090,-0.383282,-0.917518,-2.433882,-5.318347,2.180886,6.242184
1 Jan 2015 00:17:13.000,-76.044,-136.906,2576.793953,-75.954,-136.906,-1580.622876,-1478.818844,-8668.640936,8934.797677,-0.176906,-0.165512,-0.970211,-2113.85,-7623.46,-18199.94,19844.98,-0.106518,-0.384151,-0.917105,-2.433388,-5.317345,2.185730,6.242832
1 Jan 2015 00:17:14.000,-76.007,-136.851,2575.977056,-75.917,-136.851,-1583.164044,-1484.020333,-8666.452783,8933.987272,-0.177207,-0.166110,-0.970054,-2122.60,-7641.59,-18193.83,19847.29,-0.106947,-0.385019,-0.916691,-2.432891,-5.316339,2.190575,6.243480
1 Jan 2015 00:17:15.000,-75.970,-136.797,2575.159435,-75.880,-136.797,-1585.705093,-1489.220630,-8664.259786,8933.176163,-0.177507,-0.166707,-0.969897,-2131.35,-7659.71,-18187.70,19849.59,-0.107375,-0.385888,-0.916276,-2.432393,-5.315331,2.195419,6.244129
1 Jan 2015 00:17:16.000,-75.934,-136.743,2574.341091,-75.843,-136.743,-1588.246023,-1494.419731,-8662.061944,8932.364350,-0.177808,-0.167304,-0.969739,-2140.10,-7677.84,-18181.54,19851.89,-0.107803,-0.386756,-0.915859,-2.431893,-5.314319,2.200264,6.244778
1 Jan 2015 00:17:17.000,-75.897,-136.690,2573.522023,-75.805,-136.690,-1590.786830,-1499.617634,-8659.859258,8931.551834,-0.178109,-0.167901,-0.969581,-2148.86,-7695.96,-18175.35,19854.19,-0.108232,-0.387624,-0.915442,-2.431392,-5.313305,2.205108,6.245428
1 Jan 2015 00:17:18.000,-75.860,-136.636,2572.702233,-75.768,-136.636,-1593.327515,-1504.814335,-8657.651727,8930.738613,-0.178409,-0.168498,-0.969422,-2157.61,-7714.09,-18169.13,19856.48,-0.108660,-0.388492,-0.915023,-2.430888,-5.312287,2.209953,6.246079
1 Jan 2015 00:17:19.000,-75.823,-136.583,2571.881720,-75.731,-136.583,-1595.868074,-1510.009832,-8655.439351,8929.924690,-0.178710,-0.169095,-0.969262,-2166.37,-7732.22,-18162.89,19858.77,-0.109089,-0.389360,-0.914603,-2.430383,-5.311266,2.214798,6.246730
1 Jan 2015 00:17:20.000,-75.786,-136.531,2571.060485,-75.694,-136.531,-1598.408506,-1515.204121,-8653.222131,8929.110063,-0.179011,-0.169693,-0.969102,-2175.12,-7750.35,-18156.62,19861.06,-0.109517,-0.390228,-0.914182,-2.429876,-5.310242,2.219643,6.247382
1 Jan 2015 00:17:21.000,-75.748,-136.478,2570.238527,-75.656,-136.478,-1600.948808,-1520.397199,-8651.000065,8928.294734,-0.179312,-0.170290,-0.968942,-2183.88,-7768.47,-18150.32,19863.35,-0.109945,-0.391096,-0.913759,-2.429368,-5.309215,2.224488,6.248034
1 Jan 2015 00:17:22.000,-75.711,-136.426,2569.415847,-75.619,-136.426,-1603.488980,-1525.589063,-8648.773154,8927.478702,-0.179613,-0.170887,-0.968781,-2192.64,-7786.60,-18143.99,19865.63,-0.110374,-0.391963,-0.913336,-2.428857,-5.308184,2.229333,6.248688
1 Jan 2015 00:17:23.000,-75.674,-136.374,2568.592446,-75.582,-136.374,-1606.029020,-1530.779711,-8646.541399,8926.661968,-0.179914,-0.171484,-0.968620,-2201.40,-7804.73,-18137.64,19867.91,-0.110802,-0.392831,-0.912911,-2.428345,-5.307151,2.234178,6.249341
1 Jan 2015 00:17:24.000,-75.637,-136.323,2567.768324,-75.544,-136.323,-1608.568925,-1535.969138,-8644.304798,8925.844532,-0.180215,-0.172081,-0.968458,-2210.17,-7822.86,-18131.26,19870.19,-0.111230,-0.393698,-0.912485,-2.427831,-5.306115,2.239023,6.249996
1 Jan 2015 00:17:25.000,-75.600,-136.271,2566.943480,-75.507,-136.271,-1611.108693,-1541.157342,-8642.063351,8925.026394,-0.180516,-0.172678,-0.968296,-2218.93,-7840.99,-18124.85,19872.47,-0.111658,-0.394565,-0.912058,-2.427316,-5.305075,2.243869,6.250651
1 Jan 2015 00:17:26.000,-75.563,-136.220,2566.117916,-75.470,-136.220,-1613.648323,-1546.344320,-8639.817060,8924.207555,-0.180817,-0.173275,-0.968133,-2227.69,-7859.11,-18118.42,19874.74,-0.112087,-0.395432,-0.911630,-2.426799,-5.304033,2.248714,6.251306
1 Jan 2015 00:17:27.000,-75.526,-136.169,2565.291631,-75.432,-136.169,-1616.187814,-1551.530068,-8637.565922,8923.388015,-0.181118,-0.173872,-0.967969,-2236.46,-7877.24,-18111.96,19877.01,-0.112515,-0.396299,-0.911201,-2.426279,-5.302987,2.253560,6.251962
