"Time (UTCG)","Lat (deg)","Lon (deg)","Alt (km)","Centric Lat (deg)","Centric Lon (deg)","x (km)","y (km)","z (km)","Magnitude (km)","x/Magnitude","y/Magnitude","z/Magnitude","Bx (nT)","By (nT)","Bz (nT)","BMagnitude (nT)","Bx/BMagnitude","By/BMagnitude","Bz/BMagnitude","Vx (km/sec)","Vy (km/sec)","Vz (km/sec)","VMagnitude (km/sec)"
1 Jan 2015 00:00:00.000,-64.233,78.220,3002.323067,-64.082,78.220,834.009745,3999.292598,-8424.869194,9363.137000,0.089074,0.427132,-0.899791,4751.41,8141.86,-14547.83,17335.08,0.274092,0.469675,-0.839213,-2.214968,-4.858615,-2.525657,5.906875
1 Jan 2015 00:00:01.000,-64.269,78.233,3002.333014,-64.118,78.233,832.085850,3994.372346,-8427.392806,9363.136590,0.088868,0.426606,-0.900061,4747.27,8130.28,-14557.79,17336.88,0.273825,0.468959,-0.839701,-2.215727,-4.860395,-2.521565,5.906875
1 Jan 2015 00:00:02.000,-64.304,78.245,3002.342130,-64.153,78.245,830.160838,3989.450456,-8429.912325,9363.135360,0.088663,0.426081,-0.900330,4743.12,8118.69,-14567.75,17338.67,0.273557,0.468242,-0.840188,-2.216485,-4.862171,-2.517472,5.906876
1 Jan 2015 00:00:03.000,-64.339,78.258,3002.350414,-64.189,78.258,828.234709,3984.526931,-8432.427750,9363.133309,0.088457,0.425555,-0.900599,4738.96,8107.09,-14577.69,17340.47,0.273289,0.467524,-0.840675,-2.217242,-4.863946,-2.513378,5.906877
1 Jan 2015 00:00:04.000,-64.374,78.270,3002.357868,-64.224,78.270,826.307465,3979.601773,-8434.939081,9363.130438,0.088251,0.425029,-0.900867,4734.81,8095.49,-14587.63,17342.27,0.273021,0.466807,-0.841160,-2.217999,-4.865718,-2.509283,5.906880
1 Jan 2015 00:00:05.000,-64.410,78.283,3002.364491,-64.260,78.283,824.379105,3974.674986,-8437.446316,9363.126747,0.088045,0.424503,-0.901136,4730.64,8083.88,-14597.56,17344.07,0.272753,0.466089,-0.841645,-2.218754,-4.867487,-2.505186,5.906883
1 Jan 2015 00:00:06.000,-64.445,78.295,3002.370283,-64.295,78.295,822.449631,3969.746570,-8439.949453,9363.122236,0.087839,0.423977,-0.901403,4726.48,8072.26,-14607.47,17345.87,0.272484,0.465371,-0.842130,-2.219509,-4.869254,-2.501088,5.906886
1 Jan 2015 00:00:07.000,-64.480,78.308,3002.375244,-64.330,78.308,820.519042,3964.816529,-8442.448492,9363.116904,0.087633,0.423450,-0.901671,4722.30,8060.64,-14617.38,17347.68,0.272215,0.464652,-0.842613,-2.220263,-4.871019,-2.496989,5.906890
1 Jan 2015 00:00:08.000,-64.516,78.320,3002.379374,-64.366,78.320,818.587341,3959.884866,-8444.943432,9363.110752,0.087427,0.422924,-0.901938,4718.13,8049.01,-14627.28,17349.48,0.271946,0.463934,-0.843096,-2.221016,-4.872781,-2.492889,5.906895
1 Jan 2015 00:00:09.000,-64.551,78.333,3002.382672,-64.401,78.333,816.654527,3954.951583,-8447.434271,9363.103780,0.087220,0.422397,-0.902204,4713.94,8037.37,-14637.17,17351.29,0.271677,0.463215,-0.843578,-2.221769,-4.874541,-2.488788,5.906900
1 Jan 2015 00:00:10.000,-64.586,78.346,3002.385140,-64.437,78.346,814.720601,3950.016682,-8449.921007,9363.095988,0.087014,0.421871,-0.902471,4709.76,8025.73,-14647.05,17353.10,0.271407,0.462495,-0.844059,-2.222520,-4.876298,-2.484685,5.906906
1 Jan 2015 00:00:11.000,-64.622,78.359,3002.386777,-64.472,78.359,812.785564,3945.080166,-8452.403641,9363.087375,0.086807,0.421344,-0.902737,4705.57,8014.08,-14656.92,17354.91,0.271137,0.461776,-0.844540,-2.223271,-4.878053,-2.480581,5.906913
1 Jan 2015 00:00:12.000,-64.657,78.371,3002.387582,-64.508,78.371,810.849417,3940.142038,-8454.882169,9363.077942,0.086601,0.420817,-0.903002,4701.37,8002.42,-14666.78,17356.73,0.270867,0.461056,-0.845020,-2.224021,-4.879805,-2.476476,5.906920
1 Jan 2015 00:00:13.000,-64.692,78.384,3002.387557,-64.543,78.384,808.912160,3935.202300,-8457.356593,9363.067689,0.086394,0.420290,-0.903268,4697.17,7990.75,-14676.63,17358.54,0.270597,0.460335,-0.845499,-2.224770,-4.881555,-2.472370,5.906928
1 Jan 2015 00:00:14.000,-64.728,78.397,3002.386700,-64.579,78.397,806.973793,3930.260954,-8459.826909,9363.056616,0.086187,0.419763,-0.903533,4692.97,7979.08,-14686.47,17360.36,0.270327,0.459615,-0.845977,-2.225519,-4.883303,-2.468262,5.906937
1 Jan 2015 00:00:15.000,-64.763,78.410,3002.385013,-64.614,78.410,805.034319,3925.318004,-8462.293117,9363.044723,0.085980,0.419235,-0.903797,4688.76,7967.40,-14696.31,17362.18,0.270056,0.458894,-0.846455,-2.226266,-4.885048,-2.464153,5.906946
1 Jan 2015 00:00:16.000,-64.798,78.423,3002.382494,-64.650,78.423,803.093737,3920.373451,-8464.755215,9363.032009,0.085773,0.418708,-0.904061,4684.54,7955.71,-14706.13,17364.00,0.269785,0.458173,-0.846932,-2.227013,-4.886791,-2.460043,5.906955
1 Jan 2015 00:00:17.000,-64.833,78.436,3002.379144,-64.685,78.436,801.152047,3915.427298,-8467.213203,9363.018475,0.085566,0.418180,-0.904325,4680.32,7944.01,-14715.95,17365.83,0.269513,0.457451,-0.847408,-2.227759,-4.888531,-2.455932,5.906966
1 Jan 2015 00:00:18.000,-64.869,78.449,3002.374963,-64.720,78.449,799.209252,3910.479548,-8469.667080,9363.004121,0.085358,0.417652,-0.904589,4676.10,7932.31,-14725.75,17367.65,0.269242,0.456729,-0.847884,-2.228504,-4.890268,-2.451820,5.906977
1 Jan 2015 00:00:19.000,-64.904,78.462,3002.369951,-64.756,78.462,797.265351,3905.530204,-8472.116843,9362.988946,0.085151,0.417124,-0.904852,4671.87,7920.61,-14735.55,17369.48,0.268970,0.456007,-0.848359,-2.229248,-4.892004,-2.447706,5.906989
1 Jan 2015 00:00:20.000,-64.939,78.475,3002.364107,-64.791,78.475,795.320345,3900.579267,-8474.562492,9362.972952,0.084943,0.416596,-0.905114,4667.64,7908.89,-14745.34,17371.31,0.268698,0.455285,-0.848833,-2.229992,-4.893736,-2.443591,5.907001
1 Jan 2015 00:00:21.000,-64.975,78.489,3002.357433,-64.827,78.489,793.374235,3895.626740,-8477.004026,9362.956137,0.084735,0.416068,-0.905377,4663.40,7897.17,-14755.11,17373.14,0.268426,0.454562,-0.849306,-2.230735,-4.895467,-2.439475,5.907014
1 Jan 2015 00:00:22.000,-65.010,78.502,3002.349927,-64.862,78.502,791.427021,3890.672626,-8479.441443,9362.938502,0.084528,0.415540,-0.905639,4659.16,7885.44,-14764.88,17374.97,0.268154,0.453839,-0.849779,-2.231476,-4.897195,-2.435358,5.907027
1 Jan 2015 00:00:23.000,-65.045,78.515,3002.341590,-64.898,78.515,789.478705,3885.716927,-8481.874742,9362.920047,0.084320,0.415011,-0.905901,4654.91,7873.70,-14774.64,17376.81,0.267881,0.453115,-0.850251,-2.232218,-4.898920,-2.431240,5.907042
1 Jan 2015 00:00:24.000,-65.080,78.529,3002.332422,-64.933,78.529,787.529287,3880.759647,-8484.303922,9362.900772,0.084112,0.414483,-0.906162,4650.66,7861.96,-14784.39,17378.64,0.267608,0.452392,-0.850722,-2.232958,-4.900643,-2.427120,5.907056
1 Jan 2015 00:00:25.000,-65.116,78.542,3002.322422,-64.968,78.542,785.578767,3875.800786,-8486.728982,9362.880676,0.083904,0.413954,-0.906423,4646.41,7850.21,-14794.13,17380.48,0.267335,0.451668,-0.851192,-2.233697,-4.902364,-2.422999,5.907072
1 Jan 2015 00:00:26.000,-65.151,78.556,3002.311592,-65.004,78.556,783.627147,3870.840349,-8489.149921,9362.859760,0.083695,0.413425,-0.906683,4642.15,7838.45,-14803.86,17382.32,0.267061,0.450944,-0.851662,-2.234436,-4.904082,-2.418877,5.907088
1 Jan 2015 00:00:27.000,-65.186,78.569,3002.299930,-65.039,78.569,781.674426,3865.878337,-8491.566736,9362.838024,0.083487,0.412896,-0.906944,4637.88,7826.68,-14813.59,17384.17,0.266788,0.450219,-0.852131,-2.235173,-4.905798,-2.414754,5.907105
1 Jan 2015 00:00:28.000,-65.221,78.583,3002.287437,-65.075,78.583,779.720607,3860.914753,-8493.979428,9362.815468,0.083278,0.412367,-0.907204,4633.61,7814.91,-14823.30,17386.01,0.266514,0.449494,-0.852599,-2.235910,-4.907511,-2.410630,5.907122
1 Jan 2015 00:00:29.000,-65.257,78.596,3002.274112,-65.110,78.596,777.765689,3855.949600,-8496.387995,9362.792092,0.083070,0.411838,-0.907463,4629.34,7803.13,-14833.00,17387.86,0.266240,0.448769,-0.853067,-2.236647,-4.909222,-2.406504,5.907140
1 Jan 2015 00:00:30.000,-65.292,78.610,3002.259957,-65.145,78.610,775.809673,3850.982880,-8498.792436,9362.767895,0.082861,0.411308,-0.907722,4625.06,7791.35,-14842.70,17389.71,0.265965,0.448044,-0.853534,-2.237382,-4.910930,-2.402377,5.907159
1 Jan 2015 00:00:31.000,-65.327,78.623,3002.244970,-65.181,78.623,773.852560,3846.014595,-8501.192749,9362.742879,0.082652,0.410779,-0.907981,4620.77,7779.55,-14852.38,17391.56,0.265691,0.447318,-0.854000,-2.238116,-4.912636,-2.398249,5.907178
1 Jan 2015 00:00:32.000,-65.362,78.637,3002.229152,-65.216,78.637,771.894350,3841.044749,-8503.588934,9362.717042,0.082443,0.410249,-0.908239,4616.49,7767.75,-14862.06,17393.41,0.265416,0.446592,-0.854465,-2.238850,-4.914339,-2.394120,5.907198
1 Jan 2015 00:00:33.000,-65.398,78.651,3002.212502,-65.252,78.651,769.935045,3836.073343,-8505.980988,9362.690385,0.082234,0.409719,-0.908498,4612.19,7755.94,-14871.72,17395.26,0.265141,0.445865,-0.854930,-2.239583,-4.916040,-2.389989,5.907218
1 Jan 2015 00:00:34.000,-65.433,78.665,3002.195021,-65.287,78.665,767.974645,3831.100380,-8508.368912,9362.662908,0.082025,0.409189,-0.908755,4607.89,7744.13,-14881.38,17397.12,0.264865,0.445139,-0.855393,-2.240315,-4.917739,-2.385858,5.907240
1 Jan 2015 00:00:35.000,-65.468,78.679,3002.176709,-65.323,78.679,766.013151,3826.125863,-8510.752704,9362.634610,0.081816,0.408659,-0.909013,4603.59,7732.31,-14891.03,17398.98,0.264590,0.444412,-0.855857,-2.241046,-4.919435,-2.381725,5.907261
1 Jan 2015 00:00:36.000,-65.503,78.693,3002.157566,-65.358,78.693,764.050563,3821.149794,-8513.132362,9362.605493,0.081607,0.408129,-0.909270,4599.28,7720.48,-14900.67,17400.84,0.264314,0.443684,-0.856319,-2.241776,-4.921128,-2.377591,5.907284
1 Jan 2015 00:00:37.000,-65.539,78.707,3002.137591,-65.393,78.707,762.086882,3816.172176,-8515.507885,9362.575555,0.081397,0.407599,-0.909526,4594.97,7708.64,-14910.30,17402.70,0.264038,0.442957,-0.856781,-2.242506,-4.922819,-2.373455,5.907307
1 Jan 2015 00:00:38.000,-65.574,78.721,3002.116785,-65.429,78.721,760.122109,3811.193012,-8517.879272,9362.544798,0.081188,0.407068,-0.909782,4590.66,7696.80,-14919.92,17404.56,0.263762,0.442229,-0.857242,-2.243235,-4.924508,-2.369319,5.907330
1 Jan 2015 00:00:39.000,-65.609,78.735,3002.095148,-65.464,78.735,758.156245,3806.212303,-8520.246523,9362.513220,0.080978,0.406537,-0.910038,4586.33,7684.95,-14929.53,17406.43,0.263485,0.441501,-0.857702,-2.243962,-4.926194,-2.365181,5.907355
1 Jan 2015 00:00:40.000,-65.644,78.749,3002.072679,-65.500,78.749,756.189289,3801.230052,-8522.609635,9362.480822,0.080768,0.406007,-0.910294,4582.01,7673.09,-14939.13,17408.30,0.263208,0.440772,-0.858161,-2.244689,-4.927878,-2.361043,5.907380
1 Jan 2015 00:00:41.000,-65.680,78.763,3002.049379,-65.535,78.763,754.221244,3796.246263,-8524.968608,9362.447604,0.080558,0.405476,-0.910549,4577.68,7661.23,-14948.72,17410.16,0.262931,0.440044,-0.858620,-2.245416,-4.929559,-2.356903,5.907405
1 Jan 2015 00:00:42.000,-65.715,78.777,3002.025247,-65.570,78.777,752.252110,3791.260937,-8527.323440,9362.413566,0.080348,0.404945,-0.910804,4573.34,7649.36,-14958.30,17412.04,0.262654,0.439314,-0.859078,-2.246141,-4.931238,-2.352761,5.907432
1 Jan 2015 00:00:43.000,-65.750,78.792,3002.000284,-65.606,78.792,750.281887,3786.274077,-8529.674131,9362.378708,0.080138,0.404414,-0.911058,4569.00,7637.48,-14967.88,17413.91,0.262377,0.438585,-0.859536,-2.246866,-4.932915,-2.348619,5.907458
1 Jan 2015 00:00:44.000,-65.785,78.806,3001.974490,-65.641,78.806,748.310576,3781.285685,-8532.020678,9362.343030,0.079928,0.403882,-0.911313,4564.66,7625.60,-14977.44,17415.78,0.262099,0.437855,-0.859992,-2.247589,-4.934589,-2.344476,5.907486
1 Jan 2015 00:00:45.000,-65.821,78.820,3001.947864,-65.676,78.820,746.338178,3776.295765,-8534.363082,9362.306532,0.079717,0.403351,-0.911566,4560.31,7613.70,-14987.00,17417.66,0.261821,0.437125,-0.860448,-2.248312,-4.936260,-2.340331,5.907514
1 Jan 2015 00:00:46.000,-65.856,78.835,3001.920408,-65.712,78.835,744.364694,3771.304318,-8536.701340,9362.269213,0.079507,0.402819,-0.911820,4555.95,7601.80,-14996.54,17419.54,0.261543,0.436395,-0.860903,-2.249034,-4.937929,-2.336185,5.907543
1 Jan 2015 00:00:47.000,-65.891,78.849,3001.892119,-65.747,78.849,742.390124,3766.311347,-8539.035451,9362.231075,0.079296,0.402288,-0.912073,4551.60,7589.90,-15006.08,17421.42,0.261264,0.435665,-0.861358,-2.249755,-4.939596,-2.332038,5.907572
1 Jan 2015 00:00:48.000,-65.926,78.864,3001.862999,-65.783,78.864,740.414469,3761.316855,-8541.365415,9362.192116,0.079086,0.401756,-0.912325,4547.23,7577.98,-15015.60,17423.30,0.260986,0.434934,-0.861812,-2.250476,-4.941260,-2.327889,5.907602
1 Jan 2015 00:00:49.000,-65.962,78.878,3001.833048,-65.818,78.878,738.437730,3756.320844,-8543.691230,9362.152338,0.078875,0.401224,-0.912578,4542.86,7566.06,-15025.12,17425.19,0.260707,0.434203,-0.862264,-2.251195,-4.942922,-2.323740,5.907633
1 Jan 2015 00:00:50.000,-65.997,78.893,3001.802266,-65.853,78.893,736.459907,3751.323316,-8546.012895,9362.111739,0.078664,0.400692,-0.912830,4538.49,7554.13,-15034.63,17427.08,0.260428,0.433471,-0.862717,-2.251914,-4.944581,-2.319589,5.907664
1 Jan 2015 00:00:51.000,-66.032,78.908,3001.770652,-65.889,78.908,734.481002,3746.324275,-8548.330409,9362.070321,0.078453,0.400160,-0.913081,4534.11,7542.20,-15044.13,17428.96,0.260148,0.432739,-0.863168,-2.252632,-4.946238,-2.315437,5.907696
1 Jan 2015 00:00:52.000,-66.067,78.922,3001.738206,-65.924,78.922,732.501014,3741.323723,-8550.643770,9362.028082,0.078242,0.399627,-0.913332,4529.73,7530.26,-15053.62,17430.85,0.259869,0.432007,-0.863619,-2.253349,-4.947892,-2.311284,5.907728
1 Jan 2015 00:00:53.000,-66.102,78.937,3001.704929,-65.960,78.937,730.519946,3736.321662,-8552.952977,9361.985024,0.078030,0.399095,-0.913583,4525.35,7518.31,-15063.10,17432.75,0.259589,0.431275,-0.864069,-2.254065,-4.949544,-2.307130,5.907761
1 Jan 2015 00:00:54.000,-66.138,78.952,3001.670821,-65.995,78.952,728.537796,3731.318095,-8555.258030,9361.941145,0.077819,0.398562,-0.913834,4520.95,7506.35,-15072.57,17434.64,0.259309,0.430542,-0.864518,-2.254781,-4.951193,-2.302975,5.907795
1 Jan 2015 00:00:55.000,-66.173,78.967,3001.635881,-66.030,78.967,726.554567,3726.313025,-8557.558927,9361.896447,0.077608,0.398030,-0.914084,4516.56,7494.39,-15082.03,17436.54,0.259028,0.429809,-0.864967,-2.255495,-4.952840,-2.298818,5.907830
1 Jan 2015 00:00:56.000,-66.208,78.982,3001.600110,-66.066,78.982,724.570258,3721.306453,-8559.855666,9361.850928,0.077396,0.397497,-0.914334,4512.16,7482.42,-15091.48,17438.43,0.258748,0.429076,-0.865415,-2.256209,-4.954485,-2.294660,5.907865
1 Jan 2015 00:00:57.000,-66.243,78.997,3001.563508,-66.101,78.997,722.584871,3716.298383,-8562.148247,9361.804590,0.077184,0.396964,-0.914583,4507.75,7470.44,-15100.93,17440.33,0.258467,0.428343,-0.865862,-2.256922,-4.956127,-2.290502,5.907900
1 Jan 2015 00:00:58.000,-66.278,79.012,3001.526073,-66.136,79.012,720.598407,3711.288816,-8564.436669,9361.757431,0.076973,0.396431,-0.914832,4503.34,7458.46,-15110.36,17442.24,0.258186,0.427609,-0.866309,-2.257634,-4.957766,-2.286341,5.907937
1 Jan 2015 00:00:59.000,-66.314,79.027,3001.487808,-66.172,79.027,718.610865,3706.277757,-8566.720930,9361.709453,0.076761,0.395898,-0.915081,4498.93,7446.46,-15119.78,17444.14,0.257905,0.426875,-0.866754,-2.258345,-4.959403,-2.282180,5.907974
1 Jan 2015 00:01:00.000,-66.349,79.042,3001.448711,-66.207,79.042,716.622248,3701.265206,-8569.001029,9361.660655,0.076549,0.395364,-0.915329,4494.51,7434.47,-15129.20,17446.04,0.257623,0.426140,-0.867199,-2.259055,-4.961038,-2.278018,5.908011
1 Jan 2015 00:01:01.000,-66.384,79.057,3001.408783,-66.242,79.057,714.632554,3696.251167,-8571.276966,9361.611037,0.076336,0.394831,-0.915577,4490.08,7422.46,-15138.60,17447.95,0.257341,0.425406,-0.867644,-2.259765,-4.962670,-2.273854,5.908049
1 Jan 2015 00:01:02.000,-66.419,79.073,3001.368023,-66.278,79.073,712.641786,3691.235642,-8573.548738,9361.560599,0.076124,0.394297,-0.915825,4485.65,7410.45,-15148.00,17449.86,0.257059,0.424671,-0.868087,-2.260473,-4.964300,-2.269689,5.908088
1 Jan 2015 00:01:03.000,-66.454,79.088,3001.326432,-66.313,79.088,710.649944,3686.218634,-8575.816344,9361.509341,0.075912,0.393763,-0.916072,4481.22,7398.43,-15157.39,17451.77,0.256777,0.423936,-0.868530,-2.261181,-4.965927,-2.265523,5.908128
1 Jan 2015 00:01:04.000,-66.490,79.103,3001.284009,-66.348,79.103,708.657029,3681.200145,-8578.079784,9361.457263,0.075699,0.393229,-0.916319,4476.78,7386.40,-15166.76,17453.69,0.256495,0.423200,-0.868972,-2.261888,-4.967552,-2.261356,5.908168
1 Jan 2015 00:01:05.000,-66.525,79.119,3001.240755,-66.384,79.119,706.663041,3676.180178,-8580.339057,9361.404365,0.075487,0.392695,-0.916565,4472.34,7374.36,-15176.13,17455.60,0.256212,0.422464,-0.869413,-2.262594,-4.969175,-2.257188,5.908208
1 Jan 2015 00:01:06.000,-66.560,79.134,3001.196669,-66.419,79.134,704.667981,3671.158736,-8582.594160,9361.350647,0.075274,0.392161,-0.916812,4467.89,7362.32,-15185.49,17457.52,0.255929,0.421728,-0.869854,-2.263300,-4.970794,-2.253019,5.908250
1 Jan 2015 00:01:07.000,-66.595,79.150,3001.151752,-66.455,79.150,702.671851,3666.135820,-8584.845094,9361.296110,0.075061,0.391627,-0.917057,4463.44,7350.27,-15194.84,17459.44,0.255646,0.420992,-0.870294,-2.264004,-4.972412,-2.248848,5.908292
1 Jan 2015 00:01:08.000,-66.630,79.166,3001.106003,-66.490,79.166,700.674650,3661.111433,-8587.091856,9361.240753,0.074848,0.391093,-0.917303,4458.98,7338.22,-15204.18,17461.36,0.255363,0.420255,-0.870733,-2.264708,-4.974027,-2.244676,5.908334
1 Jan 2015 00:01:09.000,-66.665,79.181,3001.059423,-66.525,79.181,698.676379,3656.085578,-8589.334446,9361.184576,0.074635,0.390558,-0.917548,4454.52,7326.16,-15213.51,17463.28,0.255079,0.419518,-0.871171,-2.265410,-4.975639,-2.240503,5.908378
1 Jan 2015 00:01:10.000,-66.701,79.197,3001.012011,-66.561,79.197,696.677039,3651.058258,-8591.572862,9361.127579,0.074422,0.390023,-0.917793,4450.05,7314.09,-15222.83,17465.20,0.254795,0.418780,-0.871609,-2.266112,-4.977249,-2.236329,5.908421
1 Jan 2015 00:01:11.000,-66.736,79.213,3000.963768,-66.596,79.213,694.676632,3646.029475,-8593.807104,9361.069762,0.074209,0.389489,-0.918037,4445.58,7302.01,-15232.14,17467.13,0.254511,0.418043,-0.872046,-2.266813,-4.978857,-2.232154,5.908466
1 Jan 2015 00:01:12.000,-66.771,79.229,3000.914694,-66.631,79.229,692.675156,3640.999232,-8596.037169,9361.011125,0.073996,0.388954,-0.918281,4441.10,7289.93,-15241.45,17469.06,0.254227,0.417305,-0.872482,-2.267513,-4.980462,-2.227977,5.908511
1 Jan 2015 00:01:13.000,-66.806,79.244,3000.864788,-66.667,79.244,690.672615,3635.967530,-8598.263058,9360.951669,0.073782,0.388419,-0.918524,4436.62,7277.83,-15250.74,17470.99,0.253942,0.416567,-0.872918,-2.268213,-4.982065,-2.223800,5.908557
1 Jan 2015 00:01:14.000,-66.841,79.260,3000.814050,-66.702,79.260,688.669007,3630.934373,-8600.484768,9360.891393,0.073569,0.387883,-0.918768,4432.13,7265.74,-15260.02,17472.92,0.253657,0.415828,-0.873353,-2.268911,-4.983665,-2.219621,5.908603
1 Jan 2015 00:01:15.000,-66.877,79.276,3000.762481,-66.737,79.276,686.664334,3625.899763,-8602.702300,9360.830297,0.073355,0.387348,-0.919011,4427.64,7253.63,-15269.30,17474.86,0.253372,0.415090,-0.873787,-2.269609,-4.985263,-2.215441,5.908650
1 Jan 2015 00:01:16.000,-66.912,79.293,3000.710081,-66.773,79.293,684.658597,3620.863703,-8604.915650,9360.768382,0.073141,0.386813,-0.919253,4423.15,7241.52,-15278.56,17476.79,0.253087,0.414350,-0.874220,-2.270306,-4.986858,-2.211260,5.908698
1 Jan 2015 00:01:17.000,-66.947,79.309,3000.656849,-66.808,79.309,682.651796,3615.826196,-8607.124819,9360.705647,0.072927,0.386277,-0.919495,4418.65,7229.40,-15287.82,17478.73,0.252801,0.413611,-0.874653,-2.271002,-4.988451,-2.207078,5.908746
1 Jan 2015 00:01:18.000,-66.982,79.325,3000.602786,-66.843,79.325,680.643933,3610.787243,-8609.329805,9360.642092,0.072713,0.385741,-0.919737,4414.14,7217.27,-15297.06,17480.67,0.252516,0.412872,-0.875085,-2.271697,-4.990041,-2.202894,5.908795
1 Jan 2015 00:01:19.000,-67.017,79.341,3000.547891,-66.878,79.341,678.635007,3605.746847,-8611.530607,9360.577717,0.072499,0.385206,-0.919979,4409.63,7205.14,-15306.30,17482.61,0.252230,0.412132,-0.875516,-2.272391,-4.991629,-2.198710,5.908845
1 Jan 2015 00:01:20.000,-67.052,79.357,3000.492164,-66.914,79.357,676.625020,3600.705011,-8613.727224,9360.512523,0.072285,0.384670,-0.920220,4405.12,7193.00,-15315.53,17484.55,0.251944,0.411391,-0.875946,-2.273084,-4.993215,-2.194524,5.908895
1 Jan 2015 00:01:21.000,-67.087,79.374,3000.435606,-66.949,79.374,674.613972,3595.661738,-8615.919655,9360.446509,0.072071,0.384134,-0.920460,4400.60,7180.85,-15324.75,17486.50,0.251657,0.410651,-0.876376,-2.273777,-4.994798,-2.190337,5.908946
1 Jan 2015 00:01:22.000,-67.123,79.390,3000.378217,-66.984,79.390,672.601864,3590.617029,-8618.107898,9360.379675,0.071856,0.383597,-0.920701,4396.08,7168.69,-15333.95,17488.45,0.251370,0.409910,-0.876805,-2.274469,-4.996378,-2.186149,5.908997
1 Jan 2015 00:01:23.000,-67.158,79.407,3000.319996,-67.020,79.407,670.588697,3585.570888,-8620.291953,9360.312022,0.071642,0.383061,-0.920941,4391.55,7156.53,-15343.15,17490.40,0.251083,0.409169,-0.877233,-2.275159,-4.997956,-2.181960,5.909049
1 Jan 2015 00:01:24.000,-67.193,79.423,3000.260944,-67.055,79.423,668.574471,3580.523317,-8622.471818,9360.243549,0.071427,0.382525,-0.921180,4387.02,7144.36,-15352.34,17492.35,0.250796,0.408428,-0.877661,-2.275849,-4.999532,-2.177770,5.909102
1 Jan 2015 00:01:25.000,-67.228,79.440,3000.201060,-67.090,79.440,666.559188,3575.474319,-8624.647492,9360.174257,0.071212,0.381988,-0.921420,4382.48,7132.18,-15361.52,17494.30,0.250509,0.407686,-0.878087,-2.276538,-5.001105,-2.173578,5.909155
1 Jan 2015 00:01:26.000,-67.263,79.457,3000.140345,-67.126,79.457,664.542848,3570.423896,-8626.818974,9360.104145,0.070997,0.381451,-0.921658,4377.94,7120.00,-15370.69,17496.25,0.250221,0.406944,-0.878513,-2.277227,-5.002675,-2.169385,5.909209
1 Jan 2015 00:01:27.000,-67.298,79.473,3000.078799,-67.161,79.473,662.525452,3565.372050,-8628.986262,9360.033213,0.070782,0.380914,-0.921897,4373.39,7107.81,-15379.86,17498.21,0.249933,0.406202,-0.878939,-2.277914,-5.004244,-2.165192,5.909264
1 Jan 2015 00:01:28.000,-67.333,79.490,3000.016420,-67.196,79.490,660.507001,3560.318785,-8631.149357,9359.961462,0.070567,0.380378,-0.922135,4368.84,7095.61,-15389.01,17500.17,0.249645,0.405459,-0.879363,-2.278601,-5.005809,-2.160997,5.909319
1 Jan 2015 00:01:29.000,-67.369,79.507,2999.953211,-67.232,79.507,658.487495,3555.264103,-8633.308256,9359.888891,0.070352,0.379840,-0.922373,4364.28,7083.40,-15398.15,17502.13,0.249357,0.404717,-0.879787,-2.279286,-5.007373,-2.156801,5.909375
1 Jan 2015 00:01:30.000,-67.404,79.524,2999.889170,-67.267,79.524,656.466935,3550.208005,-8635.462958,9359.815501,0.070137,0.379303,-0.922610,4359.72,7071.19,-15407.28,17504.09,0.249068,0.403974,-0.880210,-2.279971,-5.008933,-2.152603,5.909432
1 Jan 2015 00:01:31.000,-67.439,79.541,2999.824297,-67.302,79.541,654.445321,3545.150496,-8637.613462,9359.741291,0.069921,0.378766,-0.922847,4355.15,7058.97,-15416.41,17506.06,0.248780,0.403230,-0.880633,-2.280655,-5.010492,-2.148405,5.909489
1 Jan 2015 00:01:32.000,-67.474,79.558,2999.758593,-67.337,79.558,652.422656,3540.091577,-8639.759768,9359.666262,0.069706,0.378228,-0.923084,4350.58,7046.75,-15425.52,17508.02,0.248491,0.402487,-0.881054,-2.281338,-5.012047,-2.144205,5.909547
1 Jan 2015 00:01:33.000,-67.509,79.575,2999.692058,-67.373,79.575,650.398939,3535.031251,-8641.901873,9359.590413,0.069490,0.377691,-0.923321,4346.00,7034.51,-15434.63,17509.99,0.248201,0.401743,-0.881475,-2.282020,-5.013601,-2.140005,5.909605
1 Jan 2015 00:01:34.000,-67.544,79.592,2999.624691,-67.408,79.592,648.374171,3529.969520,-8644.039777,9359.513745,0.069274,0.377153,-0.923557,4341.42,7022.27,-15443.72,17511.96,0.247912,0.400999,-0.881896,-2.282702,-5.015152,-2.135803,5.909664
1 Jan 2015 00:01:35.000,-67.579,79.609,2999.556493,-67.443,79.609,646.348353,3524.906387,-8646.173479,9359.436258,0.069058,0.376615,-0.923792,4336.84,7010.02,-15452.81,17513.93,0.247622,0.400254,-0.882315,-2.283382,-5.016700,-2.131600,5.909724
1 Jan 2015 00:01:36.000,-67.614,79.627,2999.487463,-67.479,79.627,644.321485,3519.841855,-8648.302977,9359.357951,0.068842,0.376077,-0.924027,4332.25,6997.77,-15461.88,17515.91,0.247332,0.399509,-0.882734,-2.284062,-5.018246,-2.127396,5.909784
